Lastname,Name,Street,HouseNumber,PostalCode,City,Country,email,InvoiceID,InvoiceDate,OrderNr,Ref,Product,n,x,s00,s1,total
Laban,Luis,Dammweg,1,71282,Hemmingen (Württemberg),Deutschland,Luis.Laban@gmx.de,FR-21-421628810,2021-07-12,0IZ533IGWSHE,BJ3002YHYOTU,[VPN Aktiv] Forza Horizon 5 Premium Edition - Xbox & Windows 10 - Download Code,1,14.277310924369747,14.277310924369747,2.712689075630252,16.99
Oberndorfer,Fady,Thomas-Müntzer-Straße,62,72517,Sigmaringendorf,Deutschland,Fady.Oberndorfer@gmx.de,FR-21-57286196,2021-03-05,9EX888BRCZRV,OA1063HOZOTL,Planet Zoo (Deluxe Edition) [PC-Download | STEAM | KEY],2,42.00840336134454,84.01680672268908,15.963193277310927,99.98
Haberhauer,Ulrike,Eichbuschallee,84,69502,Hemsbach (Bergstraße),Deutschland,Ulrike.Haberhauer@gmx.de,FR-21-277859259,2021-04-26,0RX449VJFOLW,ZI6272PAETSR,Landwirtschafts-Simulator 22 - Collectorâ€™s Edition - PC - Neu & OVP - EU Version,1,2.512605042016807,2.512605042016807,0.47739495798319337,2.9900000000000007
Kaczmarek,Charlotte,Am Studio,8,69242,Mühlhausen (Kraichgau),Deutschland,Charlotte.Kaczmarek@gmx.de,FR-21-429943190,2021-10-09,0SK84QUMZOM,JR4620RKDERF,"Microsoft Flight Simulator X - Professional Edition (PC, 2006) - wie neu",1,13.436974789915967,13.436974789915967,2.5530252100840336,15.99
Eberl,Fady,Wünschelburger Gang,98,71573,Allmersbach im Tal,Deutschland,Fady.Eberl@gmx.de,FR-21-226912485,2021-10-08,4LK540XBPIZO,JR9990IKRMJZ,NEW WORLD GOLD - 10.000 Gold Alle EU Server,1,100.83193277310924,100.83193277310924,19.158067226890758,119.99000000000001
Labonte,Quirin,Abtstraße,1,71409,Schwaikheim,Deutschland,Quirin.Labonte@gmx.de,FR-21-304373540,2021-02-20,9NH353BHZIXW,KT5868JCRHMM,Diablo 2 PC (Softcore/Hardcore): Ohrenkette GÃ¼rtel / String of Ears Belt,2,27.722689075630257,55.44537815126051,10.534621848739498,65.98000000000002
Habegger,Sabine,Bergaustraße,1,69242,Mühlhausen (Kraichgau),Deutschland,Sabine.Habegger@gmx.de,FR-21-472927350,2021-04-17,9XP271UPIZMR,KS1100DZZJNP,ARK Survival Evolved Steam No Key Download Game [DE] [EU] PC,1,42.00840336134454,42.00840336134454,7.981596638655463,49.99
Laatz,Philipp,Baumschulenstraße,6,71263,Weil der Stadt,Deutschland,Philipp.Laatz@gmx.de,FR-21-305670514,2021-03-24,8GP683AFQCDS,HG5835PAKOPX,Die Sims 1 Set Hauptspiel + Alle Erweiterungen - Deutsche Versionen ! ,1,1.6722689075630253,1.6722689075630253,0.3177310924369748,1.99
Ibili,Zoe,Neltestraße,84,71277,Rutesheim,Deutschland,Zoe.Ibili@gmx.de,FR-21-287821462,2021-03-30,2JX601HNALTB,GG9898ABDKCT,Beliebteste Spiele und Klassiker fÃ¼r Playstation 4 / PS4 (USK18),1,3.3529411764705888,3.3529411764705888,0.6370588235294119,3.9900000000000007
Ebing,Heiko,Carl-Scheele-Straße,6,72135,Dettenhausen,Deutschland,Heiko.Ebing@gmx.de,FR-21-287691551,2021-06-01,2WJ531ULUNEP,KV914ZKTHAW,Minecraft Premium Xbox One/S/X Starter [Xbox]][HÃ¤ndler] Blitz-Versand âš¡âš¡,1,3.3529411764705888,3.3529411764705888,0.6370588235294119,3.9900000000000007
Kade,Daphne,Stienitzseestraße,8,69429,Waldbrunn (Odenwald),Deutschland,Daphne.Kade@gmx.de,FR-21-915032212,2021-12-06,2ZQ676NQHBWR,MI1781VGMCTQ,Genshin Impact Eu Ar 53 Raiden Mona Keqing Hu Tao Jean and more 5 star Weapon,2,5.033613445378152,10.067226890756304,1.9127731092436977,11.980000000000002
Ebner,Hagar,Am Adlergestell,1,72149,Neustetten,Deutschland,Hagar.Ebner@gmx.de,FR-21-85445111,2021-08-02,0MH676MUVCOG,MH3366ZAWAOV,Diablo 2 [D2R] PC (SOFTCORE) - [SC]: Windmacht - Hydrabogen | Windforce Hydrabow,1,2.512605042016807,2.512605042016807,0.47739495798319337,2.9900000000000007
Eberle,Fritz,Dörpfeldstraße,65,71576,Burgstetten,Deutschland,Fritz.Eberle@gmx.de,FR-21-593534077,2021-11-15,9FY710WDTZMI,ON8513BRCKVR,Dead by Daylight Unlock All (Beschreibung lesen !!),1,16.798319327731093,16.798319327731093,3.191680672268908,19.990000000000002
Laaber,Enna,Am Adlergestell,58,71101,Schönaich,Deutschland,Enna.Laaber@gmx.de,FR-21-79836329,2021-08-15,2MZ733UXEUJI,WZ1935UCHILU,habbo.de,1,67.21848739495798,67.21848739495798,12.771512605042016,79.99
Baal,Caroline,Platz der Befreiung,25,71297,Mönsheim,Deutschland,Caroline.Baal@gmx.de,FR-21-24968404,2021-01-03,6LD815BJJMFC,PN7900UQETAL,Deus Ex Pc Big Box US Version Rar SammlerstÃ¼ck ,1,1.6722689075630253,1.6722689075630253,0.3177310924369748,1.99
Pacht,Hauke,Behringstraße,9,72667,Schlaitdorf,Deutschland,Hauke.Pacht@gmx.de,FR-21-681492288,2021-09-03,5KP16NSOTND,RY2550IYAKXM,Nintendo Wii U Klassiker Spiele Super Mario Kart  Zelda Donkey Kong ,1,25.201680672268907,25.201680672268907,4.7883193277310925,29.99
Däbritz,Jill,Hänselstraße,26,69231,Rauenberg,Deutschland,Jill.Däbritz@gmx.de,FR-21-490582123,2021-09-24,2UU992NZEAPZ,YD1310NRVYKQ,Die Sims 2 von Electronic Arts | Game | Zustand gut,2,27.722689075630257,55.44537815126051,10.534621848739498,65.98000000000002
Haaker,Paula,KGA Am Teltowkanal III,26,72793,Pfullingen,Deutschland,Paula.Haaker@gmx.de,FR-21-883764567,2021-11-08,1NL957TJPBAD,IT4987BPWJOY,Death Stranding [PC-Download | STEAM | KEY],1,58.81512605042017,58.81512605042017,11.174873949579831,69.99
Kabuth,Blanka,Schneckenburgerstraße,5,69151,Neckargemünd,Deutschland,Blanka.Kabuth@gmx.de,FR-21-195301688,2021-02-06,8GA301CZXMLL,PM5397JLRUAV,New World Gold - ALLE SERVER *Sofortversand aus DE* 1000 - 50000,1,25.201680672268907,25.201680672268907,4.7883193277310925,29.99
Idel,Otto,Gemeinschaftsstraße,3,71706,Markgröningen,Deutschland,Otto.Idel@gmx.de,FR-21-973556729,2021-05-11,4UC735QFANOX,ZB5473NIIWOJ,Diablo2 D2R [SOFTCORE] EU/NA PC: Arreats Antlitz | Arreat's Face - Slayer Guard,2,3.0168067226890756,6.033613445378151,1.1463865546218488,7.18
Caba,Batiste,Glienicker Weg,6,72414,Rangendingen,Deutschland,Batiste.Caba@gmx.de,FR-21-247207828,2021-05-13,3WE366SQDGLK,VG9287KWGABW,Diablo 2 Resurrected HÃ¶llenfeuerfackel Torch PC PS4 PS5 Zauberin Sorc 18/20 D2R,1,2.512605042016807,2.512605042016807,0.47739495798319337,2.9900000000000007
Jaeckel,Amy,Königsheideweg,2,72519,Veringenstadt,Deutschland,Amy.Jaeckel@gmx.de,FR-21-89536030,2021-08-22,1MY222OJDKZN,KK2503AWWZDA,Andariels Antlitz | Andariel's Visage | Andy Face Diablo 2 Resurrected EU/NA PC,1,302.51260504201684,302.51260504201684,57.4773949579832,359.99000000000007
Paatz,Gel,Ernst-Lau-Straße,26,72555,Metzingen,Deutschland,Gel.Paatz@gmx.de,FR-21-987380703,2021-11-25,3MZ765AKQQMA,LV2241SEANMM,[Europe/EU] Genshin Impact Hu Tao Starter AR7 [Instant Delivery],1,2.512605042016807,2.512605042016807,0.47739495798319337,2.9900000000000007
Abdullahu,Astrid,Walther-Nernst-Straße,1,69439,Zwingenberg (Baden),Deutschland,Astrid.Abdullahu@gmx.de,FR-21-616589766,2021-03-23,3YS77ZEPQSL,KJ1645YSXKZB,LANDWIRTSCHAFTS SIMULATOR 2022 PC DVD ROM EDITION 22 DEUTSCH NEUWARE,2,16.798319327731093,33.596638655462186,6.383361344537816,39.980000000000004
Kader,Dominique,Zinsgutstraße,36,69469,Weinheim (Bergstraße),Deutschland,Dominique.Kader@gmx.de,FR-21-592184767,2021-01-27,3HS466GBULGH,NH6865TVLZJY,diablo 2 resurrected pc 5x Um Rune Item D2r High Run ,1,3.3529411764705888,3.3529411764705888,0.6370588235294119,3.9900000000000007
Jähnert,Paulina,Lohnauer Steig,14,72587,Römerstein,Deutschland,Paulina.Jähnert@gmx.de,FR-21-27424807,2021-02-11,0TY808LVOGPN,CU1619JGBZBH,300 Exalted Orb Scourge SC | Path of Exile | POE Scourge Softcore Deutsche IP PC,1,42.00840336134454,42.00840336134454,7.981596638655463,49.99
Igler,Richard,Wassermannstraße,36,72149,Neustetten,Deutschland,Richard.Igler@gmx.de,FR-21-255402812,2021-10-03,3ZW918ESIFFS,RL112XYSRCL,Fortnite OG Sensenmann! PlayStation! Mako Gleiter Season 1! Mit Rette Die Welt!,1,1.6722689075630253,1.6722689075630253,0.3177310924369748,1.99
Abdic,Wilma,Friedlander Straße,8,69256,Mauer (Baden),Deutschland,Wilma.Abdic@gmx.de,FR-21-389538695,2021-01-15,3IO483UHBSGO,CD3430ITOVDD,Die Sims 4 Hauptspiel Collector's Edition  **PC NEU OVP SELTEN,1,84.02521008403362,84.02521008403362,15.964789915966387,99.99000000000001
Abbasi,Anna,Neltestraße,6,68809,Neulußheim,Deutschland,Anna.Abbasi@gmx.de,FR-21-309802106,2021-01-19,3LC399CYIAVE,LC5620IOAPDN,Lego Harry Potter Collection - PS4 Playstation 4 Spiel - NEU OVP,1,1.6722689075630253,1.6722689075630253,0.3177310924369748,1.99
Oberacker,Jodi,Friedenstraße,6,72793,Pfullingen,Deutschland,Jodi.Oberacker@gmx.de,FR-21-264605301,2021-07-18,0WF849MPCBXK,AD3066WQVXMU,Diablo2 D2R[SOFTCORE]EU/NA PC: Andariels Antlitz | Andariel's Visage - Demonhead,1,67.21848739495798,67.21848739495798,12.771512605042016,79.99
Machold,Heike,Frauenlobstraße,1,72537,Mehrstetten,Deutschland,Heike.Machold@gmx.de,FR-21-72627148,2021-01-02,9HW690NXLAQP,FR8833UDDIFM,Diablo 2 PC D2R [SOFTCORE - SC] EU/NA: Draculs Griff - Dracul's Grasp Gloves,1,14.277310924369747,14.277310924369747,2.712689075630252,16.99
Machauer,Felina,Stienitzseestraße,27,72417,Jungingen,Deutschland,Felina.Machauer@gmx.de,FR-21-966429155,2021-09-30,8YZ771DFRJBF,AW1119ELHLSE,Call of Duty: Modern Warfare | PC [DE/MULTI] [Battle.net] No Key/Code | GLOBAL,2,42.00840336134454,84.01680672268908,15.963193277310927,99.98
Kaak,Edda,Genossenschaftsstraße,58,72644,Oberboihingen,Deutschland,Edda.Kaak@gmx.de,FR-21-317745139,2021-07-24,0VI442KCUDZJ,MV6877TUQXQL,Grand Theft Auto V GTA 5 [PC-Download | Offizielle Website | KEY],2,16.798319327731093,33.596638655462186,6.383361344537816,39.980000000000004
Cain,Donald,Vogelbeerstraße,1,72574,Bad Urach,Deutschland,Donald.Cain@gmx.de,FR-21-959110499,2020-12-13,3ZC487YMQSHO,WF6756RASVLD,Flight Simulator 2020 - Premium Deluxe Edition PC inkl. Code,1,16.798319327731093,16.798319327731093,3.191680672268908,19.990000000000002
Jachs,Tristan,Magnusstraße,84,72348,Rosenfeld,Deutschland,Tristan.Jachs@gmx.de,FR-21-275599599,2021-11-27,1TF499LWBHSC,TZ9198CPBFWX,Microsoft Flight Simulator 2020 PC DE Standard inkl Code,3,2.512605042016807,7.537815126050422,1.4321848739495802,8.970000000000002
Kaczynski,Caren,Newtonstraße,1,69251,Gaiberg,Deutschland,Caren.Kaczynski@gmx.de,FR-21-70345462,2021-01-06,6CJ552AOSIFG,MF1922GCLBYA,WARCRAFT 3 + AddOn FROZEN THRONE = GOLD EDITION  Top,1,5.369747899159663,5.369747899159663,1.020252100840336,6.39
Gabelberger,Jonathan,Dammweg,26,72299,Wörnersberg,Deutschland,Jonathan.Gabelberger@gmx.de,FR-21-645624079,2021-11-29,5AO84JTWJVU,BG7454ZILQNE,Red Dead Redemption 2 | PC [Epic Games] [DE/MULTI] No Key/Code,1,51.25210084033614,51.25210084033614,9.737899159663867,60.99000000000001
Cabuk,Cedrik,Eigenheimgasse,28,72477,Schwenningen (Heuberg),Deutschland,Cedrik.Cabuk@gmx.de,FR-21-214729482,2021-07-18,0CE348YWFKND,EY2278TIWUDZ,Call of Duty: Vanguard | PC [DE/MULTI] [Battle.net] No Key/Code | GLOBAL,1,51.25210084033614,51.25210084033614,9.737899159663867,60.99000000000001
Caglar,Diminic,Radickestraße,3,72531,Hohenstein (Württemberg),Deutschland,Diminic.Caglar@gmx.de,FR-21-608481811,2021-03-13,9AR607WWDXPJ,CX4284JDSEKZ,"Fallout 76 (inkl. Wastelanders) - [PC] - CODE ONLY, kein physischer Versand",3,58.81512605042017,176.4453781512605,33.5246218487395,209.97000000000003
Packmohr,Jaap,Alpenrosenweg,4,72224,Ebhausen,Deutschland,Jaap.Packmohr@gmx.de,FR-21-692634889,2021-07-02,4PC327OCSGAQ,HF3216QFDVCF,COMMAND AND CONQUER GENERÃ„LE DELUXE inkl. Die Stunde NULL Sehr guter Zustand,3,75.6218487394958,226.8655462184874,43.1044537815126,269.97
Backe,Bertram,Freystadter Weg,2,72401,Haigerloch,Deutschland,Bertram.Backe@gmx.de,FR-21-903329681,2021-03-20,1NE685ZZBUSX,MF6296QEUWFD,PC Red Dead Redemption 2 Standard Edition (Code in der Box) ,1,3.3529411764705888,3.3529411764705888,0.6370588235294119,3.9900000000000007
Ebenhöh,Magdalena,Otto-Franke-Straße,8,71409,Schwaikheim,Deutschland,Magdalena.Ebenhöh@gmx.de,FR-21-651076154,2021-03-11,7VW747LSYUFL,QO2139PXQXGQ,World of Tanks - Object 279 Early - Price calculation only! ( Presales Recon ),1,3.941176470588236,3.941176470588236,0.7488235294117649,4.690000000000001
Labisch,Friedrich,Hänselstraße,5,71397,Leutenbach (Württemberg),Deutschland,Friedrich.Labisch@gmx.de,FR-21-796404723,2021-03-18,3VM223RWTQZG,DQ2097LVRMVA,World of Tanks - Object 260 - T55A - Price calculation only! ( Presales Recon ),1,2.512605042016807,2.512605042016807,0.47739495798319337,2.9900000000000007
Däumler,Kim,Lohnauer Steig,25,71111,Waldenbuch,Deutschland,Kim.Däumler@gmx.de,FR-21-395186394,2021-03-08,5VK505NOMTEH,QL556QLKOMW,Hitman III 3 | PC [Epic Games] [DE/MULTI] No Key/Code,3,42.00840336134454,126.02521008403363,23.94478991596639,149.97000000000003
Gähler,Milo,Helbigstraße,2,72581,Dettingen an der Erms,Deutschland,Milo.Gähler@gmx.de,FR-21-19438170,2020-12-15,4XN311QQYYKP,NI1797ZASRHM,Classic Season of Mastery - 100 Gold - Kingsfall - Allianz  ,1,51.25210084033614,51.25210084033614,9.737899159663867,60.99000000000001
Machts,Iris,Alpenrosenweg,14,72584,Hülben,Deutschland,Iris.Machts@gmx.de,FR-21-579698397,2021-11-06,2DH583ASUMZT,DV8127UIGRJP,50 x Exalted Orb - Scourge League Softcore PC Path of Exile PoE - Blitzlieferung,2,3.3529411764705888,6.7058823529411775,1.2741176470588238,7.980000000000001
Lachnitt,Bernd,Anna-Seghers-Straße,8,71737,Kirchberg an der Murr,Deutschland,Bernd.Lachnitt@gmx.de,FR-21-439023794,2021-01-08,5LH340CQRUYJ,KJ1680GDLBAT,Die Sims 4 - Landhaus Leben / Cottage Living - DLC - PC EA Origin Code - Global,1,168.05882352941177,168.05882352941177,31.931176470588237,199.99
Pachner,Hakan,Am Adlergestell,64,72663,Großbettlingen,Deutschland,Hakan.Pachner@gmx.de,FR-21-370062369,2021-02-08,5BB469SMVYLP,WD9861HNLJLW,âš¡Blitzversand âš¡SWTOR Star Wars 2 Milliarden Credits Server: Tulak Hord EU,2,51.25210084033614,102.50420168067228,19.475798319327733,121.98000000000002
Abazi,Theresa,Hoffmannstraße,2,68794,Oberhausen-Rheinhausen,Deutschland,Theresa.Abazi@gmx.de,FR-21-539424040,2021-03-28,8CB936NWPKVP,PU2912PHLIRW,Star Citizen - Drake Vulture - LTI,2,3.941176470588236,7.882352941176472,1.4976470588235298,9.380000000000003
Haberbosch,Tabia,Kiehnwerderallee,45,69434,Heddesbach,Deutschland,Tabia.Haberbosch@gmx.de,FR-21-195412603,2021-01-15,0LE70QGAGTA,KI6282PQRNBE,ðŸ”¥DIABLO 2 RESURRECTED D2RðŸ”¥ Hellfire Torch / Fackel / All Classes âœ…PC PS4 PS5âœ…,1,3.3529411764705888,3.3529411764705888,0.6370588235294119,3.9900000000000007
Haasz,Sarah,Wilhelm-Ostwald-Straße,29,69190,Walldorf (Baden),Deutschland,Sarah.Haasz@gmx.de,FR-21-530444342,2021-11-16,3UQ944DABAYS,DD9140CZAWPI,ðŸ”¥DIABLO 2 RESURRECTED D2RðŸ”¥ All Rings / Alle Ringe âœ…PC PS4 PS5âœ…,2,16.798319327731093,33.596638655462186,6.383361344537816,39.980000000000004
Ibisevic,Zuri,Florian-Geyer-Straße,6,71287,Weissach,Deutschland,Zuri.Ibisevic@gmx.de,FR-21-763809380,2021-04-21,7SJ5ARQRCO,AH3966ZFBYCC,"Steam Account (reg. 2005-2010, 11-16 Years) | CS:GO 10 YEAR COIN + 5 YEAR COIN",1,1.6722689075630253,1.6722689075630253,0.3177310924369748,1.99
Igelbrink,Raphael,KGA Am Teltowkanal III,1,72144,Dußlingen,Deutschland,Raphael.Igelbrink@gmx.de,FR-21-674125924,2021-08-03,5LQ401KHBGTF,VP7874MSTDIF,EUW 50K+ League of Legends LOL accounts Unranked 50K - 60K BE IP Smurf Level 30,2,16.798319327731093,33.596638655462186,6.383361344537816,39.980000000000004
Abbassi,Carla,Bärdorfer Zeile,51,69151,Neckargemünd,Deutschland,Carla.Abbassi@gmx.de,FR-21-885991059,2021-07-21,8CI233LLVMIH,VP5406KEDRMN,â€¼ï¸SWTOR Star Wars Adventsbasar Tulak Hord EU â€¼ï¸,1,27.722689075630257,27.722689075630257,5.267310924369749,32.99000000000001
Aben,Aamu,Radickestraße,25,71131,Jettingen,Deutschland,Aamu.Aben@gmx.de,FR-21-573426223,2021-02-01,5WS925PKVKZP,QN8078DMIKST,Xploder Ultimative Edition Playstation PS3 Cheat System ,1,3.0168067226890756,3.0168067226890756,0.5731932773109244,3.59
Packeiser,Jules,Hallberger Zeile,6,72827,Wannweil,Deutschland,Jules.Packeiser@gmx.de,FR-21-673835488,2021-02-03,7EX478UKWBOP,DN8882JOKPJE,â­ï¸ Delicious 14 - Emily's Christmas Carol - Platinum Edition - PC / Windows â­ï¸,1,84.02521008403362,84.02521008403362,15.964789915966387,99.99000000000001
Jäger,Frieda,Bärdorfer Zeile,45,72535,Heroldstatt,Deutschland,Frieda.Jäger@gmx.de,FR-21-452229999,2021-03-27,6ZD74QHQETK,NB9034WIDPRB,Grand Theft Auto V Premium Online Edition - PC Rockstar Key Download Code GTA 5,1,16.798319327731093,16.798319327731093,3.191680672268908,19.990000000000002
Bacha,Julian,Heidekampweg,2,72160,Horb am Neckar,Deutschland,Julian.Bacha@gmx.de,FR-21-995728449,2021-11-24,9VV492IWDTTM,TT4677SASZCS,Landwirtschafts-Simulator 19 - PC (NEU & OVP!),2,16.798319327731093,33.596638655462186,6.383361344537816,39.980000000000004
Kabisch,Ava,Hollstraße,5,68766,Hockenheim,Deutschland,Ava.Kabisch@gmx.de,FR-21-845343853,2021-10-31,1WZ574IFEVFF,WK7260TGMCHJ,"Diablo 2 Resurrected D2R unid vernichtikus, unid Annihilus - PC/SC-US/EU/ASIA",2,84.02521008403362,168.05042016806723,31.929579831932774,199.98000000000002
Ibenthal,Xani,Hackenbergstraße,26,71159,Mötzingen,Deutschland,Xani.Ibenthal@gmx.de,FR-21-724048113,2021-11-29,2NR444DLPGWJ,YS247DDXBPA,ðŸ”¥DIABLO 2 RESURRECTEDðŸ”¥ All Runewords /Alle RunenwÃ¶rter Only Runes âœ…PC PS4 PS5âœ…,1,5.033613445378152,5.033613445378152,0.9563865546218489,5.990000000000001
Bachhofer,Peter,Arndtstraße,36,72186,Empfingen,Deutschland,Peter.Bachhofer@gmx.de,FR-21-745635550,2021-05-19,7AW172ZWBUKT,OS4107PNMIGT,Horizon Zero Dawn Complete Edition Key - PC Spiel - Steam Download Code - Global,1,142.84873949579833,142.84873949579833,27.141260504201682,169.99
Saadi,Meteo,Bernstadter Weg,24,72519,Veringenstadt,Deutschland,Meteo.Saadi@gmx.de,FR-21-970148077,2021-06-06,3ZD66EAAZJF,JP7821ESMYHC,Fortnite Batman Zero Wing Gleiter Key PC/PS4/PS5/Xbox,1,58.81512605042017,58.81512605042017,11.174873949579831,69.99
Kablitz,Arzu,Nipkowstraße,9,68794,Oberhausen-Rheinhausen,Deutschland,Arzu.Kablitz@gmx.de,FR-21-211345404,2021-08-21,8CL491PSBRGT,WT3773ABUYTP,"Wimmelbild Sammlung PC | 17 Vollversionen | Konvolut, Bundle | Guter Zustand",1,3.3529411764705888,3.3529411764705888,0.6370588235294119,3.9900000000000007
Haarseim,Radost,Rudower Chaussee,6,68766,Hockenheim,Deutschland,Radost.Haarseim@gmx.de,FR-21-993412331,2021-10-30,3MK449AGFNWN,WY9186HEURWC,"Steam Account (6 Digit, 2003, 18 Years) | CS:GO 10 YEAR COIN + 5 YEAR COIN (+OE)",1,3.941176470588236,3.941176470588236,0.7488235294117649,4.690000000000001
Dabrowski,Helena,Gondeker Straße,3,68753,Waghäusel,Deutschland,Helena.Dabrowski@gmx.de,FR-21-332002878,2021-04-17,9CC888WOXPUK,XJ7412PMZVPI,Red Rocks: Das Gold der Azteken (PC-CD) NEU&OVP -Tolles Match 3 Game - 90 Levels,2,84.02521008403362,168.05042016806723,31.929579831932774,199.98000000000002
Macherius,Gabrielle,Barbara-McClintock-Straße,9,72511,Bingen bei Sigmaringen,Deutschland,Gabrielle.Macherius@gmx.de,FR-21-323092813,2021-11-27,4FE306QUEYBY,XL9488FPUSRJ,Harlequin Crest Shako | Harlekin Tschako | Diablo 2 Resurrected D2R SC PC,1,16.798319327731093,16.798319327731093,3.191680672268908,19.990000000000002
Gabcke,Jakob,Berberitzenweg,25,72296,Schopfloch (Schwarzwald),Deutschland,Jakob.Gabcke@gmx.de,FR-21-512660845,2021-01-11,1QN945NOCJGI,XN8119ETBRCD,âš¡ Day of the Tentacle Remastered - PC / Windows / MAC / LINUX - STEAM Key Code âš¡,1,5.873949579831933,5.873949579831933,1.1160504201680672,6.99
Paap,Falko,Wassermannstraße,26,72525,Münsingen (Württemberg),Deutschland,Falko.Paap@gmx.de,FR-21-700108706,2021-01-30,1SK174XUNWCV,PT5289PHHGKG,Marrowwalk +2 | Knochensteig Stiefel | Diablo 2 Resurrected D2R SC PC,1,16.798319327731093,16.798319327731093,3.191680672268908,19.990000000000002
Iannelli,Violeta,Hänselstraße,9,71116,Gärtringen,Deutschland,Violeta.Iannelli@gmx.de,FR-21-135888020,2021-07-04,3FF656OASXWL,PF8742OCGNZE,Star Citizen - Banu Merchantman - LTI,1,16.798319327731093,16.798319327731093,3.191680672268908,19.990000000000002
Quabeck,Luke,Genossenschaftsstraße,55,72488,Sigmaringen,Deutschland,Luke.Quabeck@gmx.de,FR-21-593296901,2021-12-04,9NT545DHPQBY,SA3339EEOGSD,FIFA 22 Key - Standard Version - PC EA Origin Spiel Download Code - Worldwide,1,3.3529411764705888,3.3529411764705888,0.6370588235294119,3.9900000000000007
Mabrouk,Dewis,Schneckenburgerstraße,6,72299,Wörnersberg,Deutschland,Dewis.Mabrouk@gmx.de,FR-21-772392023,2021-03-19,2XJ78INKALX,QA444TZIRUD,"Diablo 2 Resurrected Herold von Zakarum, HoZ, Pala, D2R, PC, Switch, Zaka",1,16.798319327731093,16.798319327731093,3.191680672268908,19.990000000000002
Babl,Niklas,Baumschulenstraße,7,71737,Kirchberg an der Murr,Deutschland,Niklas.Babl@gmx.de,FR-21-874361411,2021-09-25,9BC210GAZMCG,MV9880VXAYFU,Windforce Bow 8% ML | Windmacht Bogen | Diablo 2 Resurrected D2R SC PC,1,5.369747899159663,5.369747899159663,1.020252100840336,6.39
Ebelt,Liz,Glienicker Weg,5,71296,Heimsheim,Deutschland,Liz.Ebelt@gmx.de,FR-21-768276033,2021-03-08,0OB536HKQWEO,JG7407KUCPTF,Hellpoint Nintendo Switch Spiel Action Aktion RPG Scifi Wild River Games,1,27.722689075630257,27.722689075630257,5.267310924369749,32.99000000000001
Iborg,Matti,Hackenbergstraße,3,71299,Wimsheim,Deutschland,Matti.Iborg@gmx.de,FR-21-310767381,2021-10-16,2PR407GGETVL,FP5187JTSRMZ,Humankind - PC Spiel Steam Download Code [Einzelspieler] [Online - PvP] - DE/EU,1,42.00840336134454,42.00840336134454,7.981596638655463,49.99
Daehre,Jean,Gellertstraße,8,69257,Wiesenbach (Baden),Deutschland,Jean.Daehre@gmx.de,FR-21-304665963,2021-07-13,9BR20PNCPMG,TB7887VJQHAD,Anno 1800 - Sonderausgabe - PC (NEU & OVP!),1,5.369747899159663,5.369747899159663,1.020252100840336,6.39
Bachman,Asis,Husstraße,26,72250,Freudenstadt,Deutschland,Asis.Bachman@gmx.de,FR-21-543033455,2021-07-11,6QA793DSSAJM,TG6286AXLSEW,Fortnite The Batman Who Laughs Epic Games PC/PS4/PS5/Xbox Key,3,42.00840336134454,126.02521008403363,23.94478991596639,149.97000000000003
Abaci,Amy,Arndtstraße,25,68549,Ilvesheim,Deutschland,Amy.Abaci@gmx.de,FR-21-862925258,2021-07-25,8OL31SAHGNL,WI9277DFZOFP,â­ï¸ Shadows - Awakening - DEUTSCH - Windows - STEAM Key Code â­ï¸,1,42.00840336134454,42.00840336134454,7.981596638655463,49.99
Iannello,Victoria,Königsheideweg,58,71120,Grafenau (Württemberg),Deutschland,Victoria.Iannello@gmx.de,FR-21-394064106,2021-03-07,0ZA684EBDORO,ZX6938KNKZTJ,ðŸŒªï¸ EUW League of Legends LOL Account Smurf 40.000ðŸ¤¬100.000 BE Unranked Level 30,1,13.436974789915967,13.436974789915967,2.5530252100840336,15.99
Bachinger,Liam,Bärdorfer Zeile,25,72202,Nagold,Deutschland,Liam.Bachinger@gmx.de,FR-21-651992476,2021-10-26,1KQ742SBAIRX,SW1133FUJLMV,Diablo 2 Resurrected D2R SOJ Stein von Jordan / Stone of Jordan SC PC,1,42.00840336134454,42.00840336134454,7.981596638655463,49.99
Habeck,Sarah,Agavensteig,48,69226,Nußloch,Deutschland,Sarah.Habeck@gmx.de,FR-21-508030824,2021-12-07,7GN302EYVVUF,FF4339ICJTVZ,"Steam Account (2003-2004, 17-18 Years) | CS:GO 10 YEAR COIN + 5 YEAR COIN (+OE)",2,50.411764705882355,100.82352941176471,19.156470588235294,119.98
Ebenau,Mareen,Helbigstraße,4,71299,Wimsheim,Deutschland,Mareen.Ebenau@gmx.de,FR-21-984631480,2021-03-04,4VX41XUXTJV,WP1874WSMDWH,Full Natalya's Set 4 Pieces | Natalyas Set | Diablo 2 Resurrected D2R SC PC,1,2.512605042016807,2.512605042016807,0.47739495798319337,2.9900000000000007
Ebisch,Hanno,Wilhelm-Ostwald-Straße,9,72141,Walddorfhäslach,Deutschland,Hanno.Ebisch@gmx.de,FR-21-41276390,2021-05-25,1XB565MBDSAJ,DK1063YPOLMK,Diablo 2 Resurrected-SC- Torch Fackel +3 Assasine PC/PS5/PS4/Switch,2,58.81512605042017,117.63025210084034,22.349747899159663,139.98
