Kunden_Nummer,Vorname,Name,Straße,Hausnummer,PLZ,Ort,Land,Rechnungs_Nummer,Rechnungs_Datum,Leistungs_Beginn,Leistungs_Ende,Produkt,Preis_ohne_Ust,Preis_mit_Ust,Ust. % Satz,Ust,Abrechnungs_Nummer
PRM120110038983,Jan,Packert,KGA Holunderbusch,1,72218,Wildberg (Schwarzwald),Deutschland,1095658853,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988842
PRM120110038984,Zamira,Ibishi,Friedenstraße,4,71292,Friolzheim,Deutschland,1095658854,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988843
PRM120110038985,Baldur,Bacic,Anna-Seghers-Straße,4,72367,Weilen unter den Rinnen,Deutschland,1095658855,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988844
PRM120110038986,Andrea,Aberer,Selchowstraße,48,71144,Steinenbronn,Deutschland,1095658856,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988845
PRM120110038987,Alexander,Labudda,Friedenstraße,5,71554,Weissach im Tal,Deutschland,1095658857,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988846
PRM120110038988,Nika,Ibric,Altheider Straße,65,71409,Schwaikheim,Deutschland,1095658858,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988847
PRM120110038989,Oda,Haaf,Moissistraße,62,72657,Altenriet,Deutschland,1095658859,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988848
PRM120110038990,Jonna,Dähnert,Friedenstraße,7,69256,Mauer (Baden),Deutschland,1095658860,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988849
PRM120110038991,Fabrizia,Calcagno,Magnusstraße,2,72669,Unterensingen,Deutschland,1095658861,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988850
PRM120110038992,Justyna,Oberauer,Genossenschaftsstraße,8,72805,Lichtenstein (Württemberg),Deutschland,1095658862,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988851
PRM120110038993,Luna,Oberkofler,Köpenicker Straße,9,72379,Hechingen,Deutschland,1095658863,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988852
PRM120110038994,Bentje,Baacke,Justus-von-Liebig-Straße,12,71272,Renningen,Deutschland,1095658864,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988853
PRM120110038995,Maxim,Saal,Glienicker Weg,17,72537,Mehrstetten,Deutschland,1095658865,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988854
PRM120110038996,Andreas,Lacher,Genossenschaftsstraße,2,71711,Murr,Deutschland,1095658866,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988855
PRM120110038997,Kristian,Päckert,Bohrauer Pfad,25,72367,Weilen unter den Rinnen,Deutschland,1095658867,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988856
PRM120110038998,Bastian,Caballero,Handjerystraße,51,72415,Grosselfingen,Deutschland,1095658868,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988857
PRM120110038999,Jean,Ober,Bärdorfer Zeile,84,72667,Schlaitdorf,Deutschland,1095658869,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988858
PRM120110039000,Theodor,Jablonski,Silberberger Straße,12,72226,Simmersfeld,Deutschland,1095658870,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988859
PRM120110039001,Fynn,Eberherr,Vogelbeerstraße,28,71563,Affalterbach,Deutschland,1095658871,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988860
PRM120110039002,Caecilia,Baam,Rudower Chaussee,84,71364,Winnenden,Deutschland,1095658872,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988861
PRM120110039003,Christiane,Baak,Ernst-Lau-Straße,26,71287,Weissach,Deutschland,1095658873,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988862
PRM120110039004,Gwen,Machinek,Agavensteig,1,72514,Inzigkofen,Deutschland,1095658874,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988863
PRM120110039005,Berit,Baack,Albert-Einstein-Straße,61,71263,Weil der Stadt,Deutschland,1095658875,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988864
PRM120110039006,Anette,Abdullah,Moissistraße,2,69437,Neckargerach,Deutschland,1095658876,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988865
PRM120110039007,Klara,Oberbichler,Husstraße,9,72820,Sonnenbühl,Deutschland,1095658877,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988866
PRM120110039008,Dag,Cagla,Otto-Franke-Straße,1,72525,Münsingen (Württemberg),Deutschland,1095658878,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988867
PRM120110039009,Eliot,Cakici,Ernst-Lau-Straße,1,72631,Aichtal,Deutschland,1095658879,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988868
PRM120110039010,Heike,Dabow,Felsenfest,8,68723,Plankstadt,Deutschland,1095658880,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988869
PRM120110039011,Miriam,Ebensperger,Radickestraße,6,71522,Backnang,Deutschland,1095658881,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988870
PRM120110039012,Dario,Maaß,Köpenicker Straße,26,72224,Ebhausen,Deutschland,1095658882,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988871
PRM120110039013,Bamika,Kache,KGA Am Teltowkanal III,25,69190,Walldorf (Baden),Deutschland,1095658883,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988872
PRM120110039014,Henri,Ebertz,Thelenstraße,9,71732,Tamm,Deutschland,1095658884,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988873
PRM120110039015,Caren,Baalmann,Richard-Willstätter-Straße,6,71299,Wimsheim,Deutschland,1095658885,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988874
PRM120110039016,Jari,Padgett,Glanzstraße,45,72348,Rosenfeld,Deutschland,1095658886,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988875
PRM120110039017,Yunus,Jacquet,Heidekampweg,7,72514,Inzigkofen,Deutschland,1095658887,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988876
PRM120110039018,Dieter,Maatz,Radickestraße,84,72296,Schopfloch (Schwarzwald),Deutschland,1095658888,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988877
PRM120110039019,Kadmos,Päffgen,Florian-Geyer-Straße,4,72379,Hechingen,Deutschland,1095658889,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988878
PRM120110039020,Lena,Oberhaus,Büchnerweg,25,72356,Dautmergen,Deutschland,1095658890,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988879
PRM120110039021,Edda,Abdalla,Hoffmannstraße,9,69221,Dossenheim,Deutschland,1095658891,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988880
PRM120110039022,Freya,Baberowski,Dornbrunner Straße,29,71691,Freiberg am Neckar,Deutschland,1095658892,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988881
PRM120110039023,Jona,Pacyna,Bodelschwinghstraße,9,72229,Rohrdorf (Kreis Calw),Deutschland,1095658893,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988882
PRM120110039024,Louisa,Oberhäuser,Altheider Straße,5,72348,Rosenfeld,Deutschland,1095658894,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988883
PRM120110039025,Juna,Oancea,Eschenbachstraße,26,72639,Neuffen,Deutschland,1095658895,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988884
PRM120110039026,Hanna,Dabrowska,Frauenlobstraße,1,68723,Schwetzingen,Deutschland,1095658896,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988885
PRM120110039027,Lena,Ebadi,Friedlander Straße,26,71149,Bondorf,Deutschland,1095658897,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988886
PRM120110039028,Tardis,Habelt,Felsenfest,9,69254,Malsch bei Wiesloch,Deutschland,1095658898,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988887
PRM120110039029,Coco,Baars,Silberberger Straße,6,71394,Kernen im Remstal,Deutschland,1095658899,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988888
PRM120110039030,Karl,Labidi,Hohenbirker Weg,9,71394,Kernen im Remstal,Deutschland,1095658900,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988889
PRM120110039031,Fabio,Calabria,Thelenstraße,9,72660,Beuren bei Nürtingen,Deutschland,1095658901,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988890
PRM120110039032,Badi,Backert,Gemeinschaftsstraße,8,72411,Bodelshausen,Deutschland,1095658902,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988891
PRM120110039033,Catherina,Kaczor,Abram-Joffe-Straße,9,69245,Bammental,Deutschland,1095658903,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988892
PRM120110039034,Coco,Kadar,Richard-Willstätter-Straße,6,69256,Mauer (Baden),Deutschland,1095658904,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988893
PRM120110039035,Arzu,Abendroth,Rosenweg,14,71134,Aidlingen,Deutschland,1095658905,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988894
PRM120110039036,Odett,Haagen,Radickestraße,2,72663,Großbettlingen,Deutschland,1095658906,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988895
PRM120110039037,Benedikt,Baciu,Bernstadter Weg,8,72369,Zimmern unter der Burg,Deutschland,1095658907,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988896
PRM120110039038,Felix,Labe,Eschenbachstraße,9,71296,Heimsheim,Deutschland,1095658908,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988897
PRM120110039039,Jörn,Pader,Forsthausallee,6,72336,Balingen,Deutschland,1095658909,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988898
PRM120110039040,Aglaia,Abdul,Glienicker Weg,3,69259,Wilhelmsfeld,Deutschland,1095658910,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988899
PRM120110039041,Kylan,Paech,Arndtstraße,14,72365,Ratshausen,Deutschland,1095658911,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988900
PRM120110039042,Annabelle,Abdulaziz,Helbigstraße,7,69429,Waldbrunn (Odenwald),Deutschland,1095658912,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988901
PRM120110039043,Harun,Pachtmann,Bergaustraße,98,72669,Unterensingen,Deutschland,1095658913,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988902
PRM120110039044,Klara,Dänzer,Bärdorfer Zeile,9,69469,Weinheim (Bergstraße),Deutschland,1095658914,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988903
PRM120110039045,Fabiola,Calandra,Carl-Scheele-Straße,15,72667,Schlaitdorf,Deutschland,1095658915,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988904
PRM120110039046,Giulio,Eberth,Silberberger Straße,7,71726,Benningen am Neckar,Deutschland,1095658916,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988905
PRM120110039047,Kadmos,Gabrysch,Hackenbergstraße,64,72415,Grosselfingen,Deutschland,1095658917,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988906
PRM120110039048,Ira,Dacic,Dammweg,64,69151,Neckargemünd,Deutschland,1095658918,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988907
PRM120110039049,Gabriel,Paape,Wünschelburger Gang,15,72531,Hohenstein (Württemberg),Deutschland,1095658919,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988908
PRM120110039050,Johannes,Bachleitner,Genossenschaftsstraße,9,72224,Ebhausen,Deutschland,1095658920,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988909
PRM120110039051,Janis,Daemen,Genossenschaftsstraße,9,69259,Wilhelmsfeld,Deutschland,1095658921,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988910
PRM120110039052,Wandy,Ibach,Bohrauer Pfad,15,71139,Ehningen,Deutschland,1095658922,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988911
PRM120110039053,Jari,Gable,Hohenbirker Weg,4,72361,Hausen am Tann,Deutschland,1095658923,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988912
PRM120110039054,Tim,Bachem,Königsheideweg,1,72178,Waldachtal,Deutschland,1095658924,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988913
PRM120110039055,Doerte,Babacan,Erich-Thilo-Straße,65,71560,Sulzbach an der Murr,Deutschland,1095658925,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988914
PRM120110039056,Doerte,Kaderabek,Carl-Scheele-Straße,14,69493,Hirschberg an der Bergstraße,Deutschland,1095658926,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988915
PRM120110039057,Leo,Quaas,Friedenstraße,24,72477,Schwenningen (Heuberg),Deutschland,1095658927,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988916
PRM120110039058,Carla,Jaehner,Husstraße,36,72585,Riederich,Deutschland,1095658928,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988917
PRM120110039059,Grit,Machill,Am Adlergestell,2,72513,Hettingen,Deutschland,1095658929,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988918
PRM120110039060,Blanka,Aberle,KGA Am Teltowkanal III,58,71154,Nufringen,Deutschland,1095658930,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988919
PRM120110039061,Mark,Ibold,Genossenschaftsstraße,1,71297,Mönsheim,Deutschland,1095658931,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988920
PRM120110039062,Ida,Machon,Heidemühler Weg,36,72574,Bad Urach,Deutschland,1095658932,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988921
PRM120110039063,Vinzent,Jackowski,Felsenfest,5,72401,Haigerloch,Deutschland,1095658933,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988922
PRM120110039064,Eliah,Mace,Wünschelburger Gang,8,72359,Dotternhausen,Deutschland,1095658934,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988923
PRM120110039065,Lisa,Oberhuber,Hollstraße,8,72369,Zimmern unter der Burg,Deutschland,1095658935,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988924
PRM120110039066,Giulio,Pabst,Richard-Willstätter-Straße,6,72584,Hülben,Deutschland,1095658936,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988925
PRM120110039067,Amelie,Abanoz,Florian-Geyer-Straße,5,68723,Schwetzingen,Deutschland,1095658937,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988926
PRM120110039068,Vanessa,Iannone,Abtstraße,62,71126,Gäufelden,Deutschland,1095658938,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988927
PRM120110039069,Isabell,Dachsel,Kiehnwerderallee,6,68789,Sankt Leon-Rot,Deutschland,1095658939,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988928
PRM120110039070,David,Laaß,Kiehnwerderallee,84,71229,Leonberg (Württemberg),Deutschland,1095658940,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988929
PRM120110039071,Edwin,Cakal,Albert-Einstein-Straße,9,72585,Riederich,Deutschland,1095658941,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988930
PRM120110039072,Theo,Jablonska,Seidenbaustraße,61,72224,Ebhausen,Deutschland,1095658942,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988931
PRM120110039073,Mara,Obermaier,Hollstraße,95,72474,Winterlingen,Deutschland,1095658943,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988932
PRM120110039074,Delia,Baasner,Weerthstraße,2,71540,Murrhardt,Deutschland,1095658944,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988933
PRM120110039075,Fabienne,Laakmann,KGA Einigkeit II,12,71134,Aidlingen,Deutschland,1095658945,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988934
PRM120110039076,Miro,Ibraim,Lohnauer Steig,6,71397,Leutenbach (Württemberg),Deutschland,1095658946,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988935
PRM120110039077,Ella,Aatz,Adlergestell,23,68542,Heddesheim,Deutschland,1095658947,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988936
PRM120110039078,Emil,Macar,Thomas-Müntzer-Straße,3,72355,Schömberg (Zollernalbkreis),Deutschland,1095658948,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988937
PRM120110039079,Xanthe,Iber,Hauptweg,1,71229,Leonberg (Württemberg),Deutschland,1095658949,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988938
PRM120110039080,Fatih,Obermüller,Selchowstraße,48,72513,Hettingen,Deutschland,1095658950,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988939
PRM120110039081,René,Iffland,Schneckenburgerstraße,2,72135,Dettenhausen,Deutschland,1095658951,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988940
PRM120110039082,Morris,Ibrahimi,Hoffmannstraße,9,71384,Weinstadt,Deutschland,1095658952,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988941
PRM120110039083,Paris,Haan,Wassermannstraße,25,72810,Gomaringen,Deutschland,1095658953,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988942
PRM120110039084,Catrin,Oberdörfer,Bärdorfer Zeile,51,72218,Wildberg (Schwarzwald),Deutschland,1095658954,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988943
PRM120110039085,Fiona,Machau,Silberberger Straße,5,72415,Grosselfingen,Deutschland,1095658955,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988944
PRM120110039086,Edwin,MacDonald,Wassermannstraße,9,72358,Dormettingen,Deutschland,1095658956,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988945
PRM120110039087,Ben,Laarmann,Gondeker Straße,1,71154,Nufringen,Deutschland,1095658957,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988946
PRM120110039088,Jardis,Oakley,Eichbuschallee,62,72631,Aichtal,Deutschland,1095658958,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988947
PRM120110039089,Paul,Iden,Handjerystraße,7,71711,Steinheim an der Murr,Deutschland,1095658959,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988948
PRM120110039090,Beat,Lachnit,Altheider Straße,2,71735,Eberdingen,Deutschland,1095658960,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988949
PRM120110039091,Tima,Haberberger,KGA Holunderbusch,6,69429,Waldbrunn (Odenwald),Deutschland,1095658961,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988950
PRM120110039092,Jen,Oberascher,Gellertstraße,4,72800,Eningen unter Achalm,Deutschland,1095658962,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4988951
