Vorname,Name,Straße,Hausnummer,PLZ,Ort,Land,Auftrags_Nummer,Auftrags_Datum,Rechnungs_Nummer,Rechnungs_Liefer_Datum,Artikel-Nr,Produkt-Name,Produkt-Beschreibung,Einzelpreis mit Ust,Menge,Versandart,Versandkosten,Zahlungsart,Ust. % Satz,Ust,Einzelpreis ohne Ust,Warenwert netto,Versandkosten netto,Gesamt Ust,Gesamtbetrag
Andrea,Aberer,Selchowstraße,48,71144,Steinenbronn,Deutschland,12355051P,19.08.2019,GER658856,22.08.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Lieferung,0.0,Bar,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Alexander,Labudda,Friedenstraße,5,71554,Weissach im Tal,Deutschland,12355052P,20.08.2019,GER658857,23.08.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,3,Selbstabholer,0.0,Bar,0.19,11.160504201680673,58.73949579831933,176.218487394958,0.0,33.48151260504202,209.70000000000002
Nika,Ibric,Altheider Straße,65,71409,Schwaikheim,Deutschland,12355053P,21.08.2019,GER658858,24.08.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Lieferung,0.0,Rechnung,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Oda,Haaf,Moissistraße,62,72657,Altenriet,Deutschland,12355054P,22.08.2019,GER658859,25.08.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Selbstabholer,0.0,Vorkasse,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Jonna,Dähnert,Friedenstraße,7,69256,Mauer (Baden),Deutschland,12355055P,23.08.2019,GER658860,26.08.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,3,Lieferung,0.0,Vorkasse,0.19,11.160504201680673,58.73949579831933,176.218487394958,0.0,33.48151260504202,209.70000000000002
Fabrizia,Calcagno,Magnusstraße,2,72669,Unterensingen,Deutschland,12355056P,24.08.2019,GER658861,27.08.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,3,Selbstabholer,0.0,Bar,0.19,11.160504201680673,58.73949579831933,176.218487394958,0.0,33.48151260504202,209.70000000000002
Justyna,Oberauer,Genossenschaftsstraße,8,72805,Lichtenstein (Württemberg),Deutschland,12355057P,25.08.2019,GER658862,28.08.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,1,Lieferung,0.0,Vorkasse,0.19,11.160504201680673,58.73949579831933,58.73949579831933,0.0,11.160504201680673,69.9
Luna,Oberkofler,Köpenicker Straße,9,72379,Hechingen,Deutschland,12355058P,26.08.2019,GER658863,29.08.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,3,Selbstabholer,0.0,Rechnung,0.19,11.160504201680673,58.73949579831933,176.218487394958,0.0,33.48151260504202,209.70000000000002
Bentje,Baacke,Justus-von-Liebig-Straße,12,71272,Renningen,Deutschland,12355059P,27.08.2019,GER658864,30.08.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,3,Lieferung,0.0,PayPal,0.19,11.160504201680673,58.73949579831933,176.218487394958,0.0,33.48151260504202,209.70000000000002
Maxim,Saal,Glienicker Weg,17,72537,Mehrstetten,Deutschland,12355060P,28.08.2019,GER658865,31.08.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,3,Selbstabholer,0.0,Vorkasse,0.19,11.160504201680673,58.73949579831933,176.218487394958,0.0,33.48151260504202,209.70000000000002
Andreas,Lacher,Genossenschaftsstraße,2,71711,Murr,Deutschland,12355061P,29.08.2019,GER658866,01.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,3,Lieferung,0.0,PayPal,0.19,11.160504201680673,58.73949579831933,176.218487394958,0.0,33.48151260504202,209.70000000000002
Kristian,Päckert,Bohrauer Pfad,25,72367,Weilen unter den Rinnen,Deutschland,12355062P,30.08.2019,GER658867,02.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,1,Selbstabholer,0.0,PayPal,0.19,11.160504201680673,58.73949579831933,58.73949579831933,0.0,11.160504201680673,69.9
Bastian,Caballero,Handjerystraße,51,72415,Grosselfingen,Deutschland,12355063P,31.08.2019,GER658868,03.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,1,Lieferung,0.0,Bar,0.19,11.160504201680673,58.73949579831933,58.73949579831933,0.0,11.160504201680673,69.9
Jean,Ober,Bärdorfer Zeile,84,72667,Schlaitdorf,Deutschland,12355064P,01.09.2019,GER658869,04.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Selbstabholer,0.0,PayPal,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Theodor,Jablonski,Silberberger Straße,12,72226,Simmersfeld,Deutschland,12355065P,02.09.2019,GER658870,05.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,1,Lieferung,0.0,PayPal,0.19,11.160504201680673,58.73949579831933,58.73949579831933,0.0,11.160504201680673,69.9
Fynn,Eberherr,Vogelbeerstraße,28,71563,Affalterbach,Deutschland,12355066P,03.09.2019,GER658871,06.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Selbstabholer,0.0,Bar,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Caecilia,Baam,Rudower Chaussee,84,71364,Winnenden,Deutschland,12355067P,04.09.2019,GER658872,07.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,1,Lieferung,0.0,Rechnung,0.19,11.160504201680673,58.73949579831933,58.73949579831933,0.0,11.160504201680673,69.9
Christiane,Baak,Ernst-Lau-Straße,26,71287,Weissach,Deutschland,12355068P,05.09.2019,GER658873,08.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,1,Selbstabholer,0.0,Vorkasse,0.19,11.160504201680673,58.73949579831933,58.73949579831933,0.0,11.160504201680673,69.9
Gwen,Machinek,Agavensteig,1,72514,Inzigkofen,Deutschland,12355069P,06.09.2019,GER658874,09.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Lieferung,0.0,Rechnung,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Berit,Baack,Albert-Einstein-Straße,61,71263,Weil der Stadt,Deutschland,12355070P,07.09.2019,GER658875,10.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,1,Selbstabholer,0.0,Vorkasse,0.19,11.160504201680673,58.73949579831933,58.73949579831933,0.0,11.160504201680673,69.9
Anette,Abdullah,Moissistraße,2,69437,Neckargerach,Deutschland,12355071P,08.09.2019,GER658876,11.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Lieferung,0.0,PayPal,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Klara,Oberbichler,Husstraße,9,72820,Sonnenbühl,Deutschland,12355072P,09.09.2019,GER658877,12.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,1,Selbstabholer,0.0,Rechnung,0.19,11.160504201680673,58.73949579831933,58.73949579831933,0.0,11.160504201680673,69.9
Dag,Cagla,Otto-Franke-Straße,1,72525,Münsingen (Württemberg),Deutschland,12355073P,10.09.2019,GER658878,13.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Lieferung,0.0,Bar,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Eliot,Cakici,Ernst-Lau-Straße,1,72631,Aichtal,Deutschland,12355074P,11.09.2019,GER658879,14.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Selbstabholer,0.0,Bar,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Heike,Dabow,Felsenfest,8,68723,Plankstadt,Deutschland,12355075P,12.09.2019,GER658880,15.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Lieferung,0.0,Vorkasse,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Miriam,Ebensperger,Radickestraße,6,71522,Backnang,Deutschland,12355076P,13.09.2019,GER658881,16.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,3,Selbstabholer,0.0,PayPal,0.19,11.160504201680673,58.73949579831933,176.218487394958,0.0,33.48151260504202,209.70000000000002
Dario,Maaß,Köpenicker Straße,26,72224,Ebhausen,Deutschland,12355077P,14.09.2019,GER658882,17.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Lieferung,0.0,Vorkasse,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Bamika,Kache,KGA Am Teltowkanal III,25,69190,Walldorf (Baden),Deutschland,12355078P,15.09.2019,GER658883,18.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,3,Selbstabholer,0.0,Bar,0.19,11.160504201680673,58.73949579831933,176.218487394958,0.0,33.48151260504202,209.70000000000002
Henri,Ebertz,Thelenstraße,9,71732,Tamm,Deutschland,12355079P,16.09.2019,GER658884,19.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Lieferung,0.0,PayPal,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Caren,Baalmann,Richard-Willstätter-Straße,6,71299,Wimsheim,Deutschland,12355080P,17.09.2019,GER658885,20.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Selbstabholer,0.0,PayPal,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Jari,Padgett,Glanzstraße,45,72348,Rosenfeld,Deutschland,12355081P,18.09.2019,GER658886,21.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,1,Lieferung,0.0,Bar,0.19,11.160504201680673,58.73949579831933,58.73949579831933,0.0,11.160504201680673,69.9
Yunus,Jacquet,Heidekampweg,7,72514,Inzigkofen,Deutschland,12355082P,19.09.2019,GER658887,22.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Selbstabholer,0.0,Vorkasse,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Dieter,Maatz,Radickestraße,84,72296,Schopfloch (Schwarzwald),Deutschland,12355083P,20.09.2019,GER658888,23.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,1,Lieferung,0.0,Bar,0.19,11.160504201680673,58.73949579831933,58.73949579831933,0.0,11.160504201680673,69.9
Kadmos,Päffgen,Florian-Geyer-Straße,4,72379,Hechingen,Deutschland,12355084P,21.09.2019,GER658889,24.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,3,Selbstabholer,0.0,Bar,0.19,11.160504201680673,58.73949579831933,176.218487394958,0.0,33.48151260504202,209.70000000000002
Lena,Oberhaus,Büchnerweg,25,72356,Dautmergen,Deutschland,12355085P,22.09.2019,GER658890,25.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Lieferung,0.0,Bar,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Edda,Abdalla,Hoffmannstraße,9,69221,Dossenheim,Deutschland,12355086P,23.09.2019,GER658891,26.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Selbstabholer,0.0,Bar,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Freya,Baberowski,Dornbrunner Straße,29,71691,Freiberg am Neckar,Deutschland,12355087P,24.09.2019,GER658892,27.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Lieferung,0.0,Bar,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Jona,Pacyna,Bodelschwinghstraße,9,72229,Rohrdorf (Kreis Calw),Deutschland,12355088P,25.09.2019,GER658893,28.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,3,Selbstabholer,0.0,PayPal,0.19,11.160504201680673,58.73949579831933,176.218487394958,0.0,33.48151260504202,209.70000000000002
Louisa,Oberhäuser,Altheider Straße,5,72348,Rosenfeld,Deutschland,12355089P,26.09.2019,GER658894,29.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,1,Lieferung,0.0,PayPal,0.19,11.160504201680673,58.73949579831933,58.73949579831933,0.0,11.160504201680673,69.9
Juna,Oancea,Eschenbachstraße,26,72639,Neuffen,Deutschland,12355090P,27.09.2019,GER658895,30.09.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Selbstabholer,0.0,Bar,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Hanna,Dabrowska,Frauenlobstraße,1,68723,Schwetzingen,Deutschland,12355091P,28.09.2019,GER658896,01.10.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,1,Lieferung,0.0,PayPal,0.19,11.160504201680673,58.73949579831933,58.73949579831933,0.0,11.160504201680673,69.9
Lena,Ebadi,Friedlander Straße,26,71149,Bondorf,Deutschland,12355092P,29.09.2019,GER658897,02.10.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,3,Selbstabholer,0.0,Vorkasse,0.19,11.160504201680673,58.73949579831933,176.218487394958,0.0,33.48151260504202,209.70000000000002
Tardis,Habelt,Felsenfest,9,69254,Malsch bei Wiesloch,Deutschland,12355093P,30.09.2019,GER658898,03.10.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Lieferung,0.0,PayPal,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Coco,Baars,Silberberger Straße,6,71394,Kernen im Remstal,Deutschland,12355094P,01.10.2019,GER658899,04.10.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,3,Selbstabholer,0.0,Vorkasse,0.19,11.160504201680673,58.73949579831933,176.218487394958,0.0,33.48151260504202,209.70000000000002
Karl,Labidi,Hohenbirker Weg,9,71394,Kernen im Remstal,Deutschland,12355095P,02.10.2019,GER658900,05.10.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,1,Lieferung,0.0,Vorkasse,0.19,11.160504201680673,58.73949579831933,58.73949579831933,0.0,11.160504201680673,69.9
Fabio,Calabria,Thelenstraße,9,72660,Beuren bei Nürtingen,Deutschland,12355096P,03.10.2019,GER658901,06.10.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Selbstabholer,0.0,PayPal,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Badi,Backert,Gemeinschaftsstraße,8,72411,Bodelshausen,Deutschland,12355097P,04.10.2019,GER658902,07.10.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Lieferung,0.0,Rechnung,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Catherina,Kaczor,Abram-Joffe-Straße,9,69245,Bammental,Deutschland,12355098P,05.10.2019,GER658903,08.10.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Selbstabholer,0.0,Vorkasse,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Coco,Kadar,Richard-Willstätter-Straße,6,69256,Mauer (Baden),Deutschland,12355099P,06.10.2019,GER658904,09.10.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Lieferung,0.0,Vorkasse,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Arzu,Abendroth,Rosenweg,14,71134,Aidlingen,Deutschland,12355100P,07.10.2019,GER658905,10.10.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,1,Selbstabholer,0.0,Bar,0.19,11.160504201680673,58.73949579831933,58.73949579831933,0.0,11.160504201680673,69.9
Odett,Haagen,Radickestraße,2,72663,Großbettlingen,Deutschland,12355101P,08.10.2019,GER658906,11.10.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,3,Lieferung,0.0,PayPal,0.19,11.160504201680673,58.73949579831933,176.218487394958,0.0,33.48151260504202,209.70000000000002
Benedikt,Baciu,Bernstadter Weg,8,72369,Zimmern unter der Burg,Deutschland,12355102P,09.10.2019,GER658907,12.10.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,1,Selbstabholer,0.0,Rechnung,0.19,11.160504201680673,58.73949579831933,58.73949579831933,0.0,11.160504201680673,69.9
Felix,Labe,Eschenbachstraße,9,71296,Heimsheim,Deutschland,12355103P,10.10.2019,GER658908,13.10.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Lieferung,0.0,PayPal,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Jörn,Pader,Forsthausallee,6,72336,Balingen,Deutschland,12355104P,11.10.2019,GER658909,14.10.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Selbstabholer,0.0,PayPal,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Aglaia,Abdul,Glienicker Weg,3,69259,Wilhelmsfeld,Deutschland,12355105P,12.10.2019,GER658910,15.10.2019,ER-GP21,Panasonic ER-GP21,Konturenschneider (Nachfolger von ER-PA10),69.9,2,Lieferung,0.0,Rechnung,0.19,11.160504201680673,58.73949579831933,117.47899159663866,0.0,22.321008403361347,139.8
Kylan,Paech,Arndtstraße,14,72365,Ratshausen,Deutschland,12355106P,13.10.2019,GER658911,16.10.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,3,Selbstabholer,0.0,Rechnung,0.19,26.983193277310924,142.01680672268907,426.0504201680672,0.0,80.94957983193277,507.0
Annabelle,Abdulaziz,Helbigstraße,7,69429,Waldbrunn (Odenwald),Deutschland,12355107P,14.10.2019,GER658912,17.10.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,1,Lieferung,0.0,Bar,0.19,26.983193277310924,142.01680672268907,142.01680672268907,0.0,26.983193277310924,169.0
Harun,Pachtmann,Bergaustraße,98,72669,Unterensingen,Deutschland,12355108P,15.10.2019,GER658913,18.10.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,1,Selbstabholer,0.0,Vorkasse,0.19,26.983193277310924,142.01680672268907,142.01680672268907,0.0,26.983193277310924,169.0
Klara,Dänzer,Bärdorfer Zeile,9,69469,Weinheim (Bergstraße),Deutschland,12355109P,16.10.2019,GER658914,19.10.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,1,Lieferung,0.0,Rechnung,0.19,26.983193277310924,142.01680672268907,142.01680672268907,0.0,26.983193277310924,169.0
Fabiola,Calandra,Carl-Scheele-Straße,15,72667,Schlaitdorf,Deutschland,12355110P,17.10.2019,GER658915,20.10.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,2,Selbstabholer,0.0,Vorkasse,0.19,26.983193277310924,142.01680672268907,284.03361344537814,0.0,53.96638655462185,338.0
Giulio,Eberth,Silberberger Straße,7,71726,Benningen am Neckar,Deutschland,12355111P,18.10.2019,GER658916,21.10.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,3,Lieferung,0.0,Bar,0.19,26.983193277310924,142.01680672268907,426.0504201680672,0.0,80.94957983193277,507.0
Kadmos,Gabrysch,Hackenbergstraße,64,72415,Grosselfingen,Deutschland,12355112P,19.10.2019,GER658917,22.10.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,2,Selbstabholer,0.0,Rechnung,0.19,26.983193277310924,142.01680672268907,284.03361344537814,0.0,53.96638655462185,338.0
Ira,Dacic,Dammweg,64,69151,Neckargemünd,Deutschland,12355113P,20.10.2019,GER658918,23.10.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,2,Lieferung,0.0,Vorkasse,0.19,26.983193277310924,142.01680672268907,284.03361344537814,0.0,53.96638655462185,338.0
Gabriel,Paape,Wünschelburger Gang,15,72531,Hohenstein (Württemberg),Deutschland,12355114P,21.10.2019,GER658919,24.10.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,2,Selbstabholer,0.0,Rechnung,0.19,26.983193277310924,142.01680672268907,284.03361344537814,0.0,53.96638655462185,338.0
Johannes,Bachleitner,Genossenschaftsstraße,9,72224,Ebhausen,Deutschland,12355115P,22.10.2019,GER658920,25.10.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,1,Lieferung,0.0,Bar,0.19,26.983193277310924,142.01680672268907,142.01680672268907,0.0,26.983193277310924,169.0
Janis,Daemen,Genossenschaftsstraße,9,69259,Wilhelmsfeld,Deutschland,12355116P,23.10.2019,GER658921,26.10.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,2,Selbstabholer,0.0,Vorkasse,0.19,26.983193277310924,142.01680672268907,284.03361344537814,0.0,53.96638655462185,338.0
Wandy,Ibach,Bohrauer Pfad,15,71139,Ehningen,Deutschland,12355117P,24.10.2019,GER658922,27.10.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,3,Lieferung,0.0,Vorkasse,0.19,26.983193277310924,142.01680672268907,426.0504201680672,0.0,80.94957983193277,507.0
Jari,Gable,Hohenbirker Weg,4,72361,Hausen am Tann,Deutschland,12355118P,25.10.2019,GER658923,28.10.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,1,Selbstabholer,0.0,PayPal,0.19,26.983193277310924,142.01680672268907,142.01680672268907,0.0,26.983193277310924,169.0
Tim,Bachem,Königsheideweg,1,72178,Waldachtal,Deutschland,12355119P,26.10.2019,GER658924,29.10.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,1,Lieferung,0.0,Rechnung,0.19,26.983193277310924,142.01680672268907,142.01680672268907,0.0,26.983193277310924,169.0
Doerte,Babacan,Erich-Thilo-Straße,65,71560,Sulzbach an der Murr,Deutschland,12355120P,27.10.2019,GER658925,30.10.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,2,Selbstabholer,0.0,Vorkasse,0.19,26.983193277310924,142.01680672268907,284.03361344537814,0.0,53.96638655462185,338.0
Doerte,Kaderabek,Carl-Scheele-Straße,14,69493,Hirschberg an der Bergstraße,Deutschland,12355121P,28.10.2019,GER658926,31.10.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,1,Lieferung,0.0,Bar,0.19,26.983193277310924,142.01680672268907,142.01680672268907,0.0,26.983193277310924,169.0
Leo,Quaas,Friedenstraße,24,72477,Schwenningen (Heuberg),Deutschland,12355122P,29.10.2019,GER658927,01.11.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,3,Selbstabholer,0.0,Bar,0.19,26.983193277310924,142.01680672268907,426.0504201680672,0.0,80.94957983193277,507.0
Carla,Jaehner,Husstraße,36,72585,Riederich,Deutschland,12355123P,30.10.2019,GER658928,02.11.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,1,Lieferung,0.0,Vorkasse,0.19,26.983193277310924,142.01680672268907,142.01680672268907,0.0,26.983193277310924,169.0
Grit,Machill,Am Adlergestell,2,72513,Hettingen,Deutschland,12355124P,31.10.2019,GER658929,03.11.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,3,Selbstabholer,0.0,Vorkasse,0.19,26.983193277310924,142.01680672268907,426.0504201680672,0.0,80.94957983193277,507.0
Blanka,Aberle,KGA Am Teltowkanal III,58,71154,Nufringen,Deutschland,12355125P,01.11.2019,GER658930,04.11.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,1,Lieferung,0.0,Rechnung,0.19,26.983193277310924,142.01680672268907,142.01680672268907,0.0,26.983193277310924,169.0
Mark,Ibold,Genossenschaftsstraße,1,71297,Mönsheim,Deutschland,12355126P,02.11.2019,GER658931,05.11.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,1,Selbstabholer,0.0,PayPal,0.19,26.983193277310924,142.01680672268907,142.01680672268907,0.0,26.983193277310924,169.0
Ida,Machon,Heidemühler Weg,36,72574,Bad Urach,Deutschland,12355127P,03.11.2019,GER658932,06.11.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,2,Lieferung,0.0,Rechnung,0.19,26.983193277310924,142.01680672268907,284.03361344537814,0.0,53.96638655462185,338.0
Vinzent,Jackowski,Felsenfest,5,72401,Haigerloch,Deutschland,12355128P,04.11.2019,GER658933,07.11.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,3,Selbstabholer,0.0,Bar,0.19,26.983193277310924,142.01680672268907,426.0504201680672,0.0,80.94957983193277,507.0
Eliah,Mace,Wünschelburger Gang,8,72359,Dotternhausen,Deutschland,12355129P,05.11.2019,GER658934,08.11.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,2,Lieferung,0.0,Bar,0.19,26.983193277310924,142.01680672268907,284.03361344537814,0.0,53.96638655462185,338.0
Lisa,Oberhuber,Hollstraße,8,72369,Zimmern unter der Burg,Deutschland,12355130P,06.11.2019,GER658935,09.11.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,1,Selbstabholer,0.0,Bar,0.19,26.983193277310924,142.01680672268907,142.01680672268907,0.0,26.983193277310924,169.0
Giulio,Pabst,Richard-Willstätter-Straße,6,72584,Hülben,Deutschland,12355131P,07.11.2019,GER658936,10.11.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,1,Lieferung,0.0,PayPal,0.19,26.983193277310924,142.01680672268907,142.01680672268907,0.0,26.983193277310924,169.0
Amelie,Abanoz,Florian-Geyer-Straße,5,68723,Schwetzingen,Deutschland,12355132P,08.11.2019,GER658937,11.11.2019,ER-GP82,Panasonic ER DGP82,Professioneller Haarschneider,169.0,2,Selbstabholer,0.0,Bar,0.19,26.983193277310924,142.01680672268907,284.03361344537814,0.0,53.96638655462185,338.0
