Lastname;Name;Street;HouseNumber;PostalCode;City;Country;email;InvoiceID;InvoiceDate;OrderNr;Ref;Product;n;x;s00;s1;total
Laaber;Enna;Am Adlergestell;58;71101;Schînaich;Deutschland;Enna.Laaber@gmx.de;FR-21-375402032;17.08.2021;5BQ709ZBAPRI;EP314LEAWTK;habbo.de;1;67;67;13;80
Baal;Caroline;Platz der Befreiung;25;71297;Mînsheim;Deutschland;Caroline.Baal@gmx.de;FR-21-317719923;19.03.2021;6EX199PQKQOZ;TN6304WWEBWE;Deus Ex Pc Big Box US Version Rar Sammlerst«¨ck ;1;2;2;0;2
Pacht;Hauke;Behringstra·e;9;72667;Schlaitdorf;Deutschland;Hauke.Pacht@gmx.de;FR-21-492557759;08.05.2021;3RR927RLYUKJ;OY9526URZKWK;Nintendo Wii U Klassiker Spiele Super Mario Kart  Zelda Donkey Kong ;1;25;25;5;30
DÑbritz;Jill;HÑnselstra·e;26;69231;Rauenberg;Deutschland;Jill.DÑbritz@gmx.de;FR-21-965441564;27.03.2021;8VJ528XZZMLF;JW3255HNIUKC;Die Sims 2 von Electronic Arts | Game | Zustand gut;2;28;55;11;66
Haaker;Paula;KGA Am Teltowkanal III;26;72793;Pfullingen;Deutschland;Paula.Haaker@gmx.de;FR-21-133843625;08.06.2021;9IG23VKPBOE;NV4952QTGKDO;Death Stranding [PC-Download | STEAM | KEY];1;59;59;11;70
Kabuth;Blanka;Schneckenburgerstra·e;5;69151;NeckargemÅnd;Deutschland;Blanka.Kabuth@gmx.de;FR-21-381519433;08.01.2021;7HR832AMSSUI;GN7022JFGEMK;New World Gold - ALLE SERVER *Sofortversand aus DE* 1000 - 50000;1;25;25;5;30
Idel;Otto;Gemeinschaftsstra·e;3;71706;Markgrîningen;Deutschland;Otto.Idel@gmx.de;FR-21-489481225;09.01.2021;9TM880NVRSPG;LY3172PJPCVS;Diablo2 D2R [SOFTCORE] EU/NA PC: Arreats Antlitz | Arreat's Face - Slayer Guard;2;3;6;1;7
Caba;Batiste;Glienicker Weg;6;72414;Rangendingen;Deutschland;Batiste.Caba@gmx.de;FR-21-118812478;11.02.2021;7JY460HCEYQM;QV5859EPVQRE;Diablo 2 Resurrected H«Ùllenfeuerfackel Torch PC PS4 PS5 Zauberin Sorc 18/20 D2R;1;3;3;0;3
Jaeckel;Amy;Kînigsheideweg;2;72519;Veringenstadt;Deutschland;Amy.Jaeckel@gmx.de;FR-21-890417285;10.03.2021;2TN33ADXNIL;FX2684WSMBQG;Andariels Antlitz | Andariel's Visage | Andy Face Diablo 2 Resurrected EU/NA PC;1;303;303;57;360
Paatz;Gel;Ernst-Lau-Stra·e;26;72555;Metzingen;Deutschland;Gel.Paatz@gmx.de;FR-21-437295086;09.02.2021;2BU98GMZLPL;UX9695JZCUDF;[Europe/EU] Genshin Impact Hu Tao Starter AR7 [Instant Delivery];1;3;3;0;3
Abdullahu;Astrid;Walther-Nernst-Stra·e;1;69439;Zwingenberg (Baden);Deutschland;Astrid.Abdullahu@gmx.de;FR-21-408869886;17.06.2021;0BL386HPGIUH;YL1245USXUHE;LANDWIRTSCHAFTS SIMULATOR 2022 PC DVD ROM EDITION 22 DEUTSCH NEUWARE;2;17;34;6;40
Kader;Dominique;Zinsgutstra·e;36;69469;Weinheim (Bergstra·e);Deutschland;Dominique.Kader@gmx.de;FR-21-940911231;01.03.2021;1AX570ZOQQVT;HT3350NCZTPJ;diablo 2 resurrected pc 5x Um Rune Item D2r High Run ;1;3;3;1;4
JÑhnert;Paulina;Lohnauer Steig;14;72587;Rîmerstein;Deutschland;Paulina.JÑhnert@gmx.de;FR-21-254914846;07.02.2021;1AL857DUFNNS;FH7886ZIILRE;300 Exalted Orb Scourge SC | Path of Exile | POE Scourge Softcore Deutsche IP PC;1;42;42;8;50
Igler;Richard;Wassermannstra·e;36;72149;Neustetten;Deutschland;Richard.Igler@gmx.de;FR-21-734781150;05.10.2021;8ZN765CTNDGV;YS4979FMRGHT;Fortnite OG Sensenmann! PlayStation! Mako Gleiter Season 1! Mit Rette Die Welt!;1;2;2;0;2
Abdic;Wilma;Friedlander Stra·e;8;69256;Mauer (Baden);Deutschland;Wilma.Abdic@gmx.de;FR-21-716480763;07.05.2021;1ME870HFTXUL;VM2900WTCKDC;Die Sims 4 Hauptspiel Collector's Edition  **PC NEU OVP SELTEN;1;84;84;16;100
Abbasi;Anna;Neltestra·e;6;68809;Neulu·heim;Deutschland;Anna.Abbasi@gmx.de;FR-21-590404237;05.07.2021;2MP350VITVBU;UK7841FBNWZJ;Lego Harry Potter Collection - PS4 Playstation 4 Spiel - NEU OVP;1;2;2;0;2
Oberacker;Jodi;Friedenstra·e;6;72793;Pfullingen;Deutschland;Jodi.Oberacker@gmx.de;FR-21-481932248;18.04.2021;7VA463LIGUIT;TT4434AVYUDH;Diablo2 D2R[SOFTCORE]EU/NA PC: Andariels Antlitz | Andariel's Visage - Demonhead;1;67;67;13;80
Machold;Heike;Frauenlobstra·e;1;72537;Mehrstetten;Deutschland;Heike.Machold@gmx.de;FR-21-399025373;02.11.2021;5AE847LDCVKG;RE7301GQTPLK;Diablo 2 PC D2R [SOFTCORE - SC] EU/NA: Draculs Griff - Dracul's Grasp Gloves;1;14;14;3;17
Machauer;Felina;Stienitzseestra·e;27;72417;Jungingen;Deutschland;Felina.Machauer@gmx.de;FR-21-549507764;16.02.2021;1ZM677QVWSQK;WC3958VMAYSY;Call of Duty: Modern Warfare | PC [DE/MULTI] [Battle.net] No Key/Code | GLOBAL;2;42;84;16;100
Kaak;Edda;Genossenschaftsstra·e;58;72644;Oberboihingen;Deutschland;Edda.Kaak@gmx.de;FR-21-445786760;06.09.2021;5LH981RLFPEK;LN5678FWKTVE;Grand Theft Auto V GTA 5 [PC-Download | Offizielle Website | KEY];2;17;34;6;40
Cain;Donald;Vogelbeerstra·e;1;72574;Bad Urach;Deutschland;Donald.Cain@gmx.de;FR-21-722379492;02.03.2021;6AE463DKBLFC;IG9086JTTIGP;Flight Simulator 2020 - Premium Deluxe Edition PC inkl. Code;1;17;17;3;20
Jachs;Tristan;Magnusstra·e;84;72348;Rosenfeld;Deutschland;Tristan.Jachs@gmx.de;FR-21-915917589;18.06.2021;1RQ773MRXNPK;DE8797UXIDPS;Microsoft Flight Simulator 2020 PC DE Standard inkl Code;3;3;8;1;9
Kaczynski;Caren;Newtonstra·e;1;69251;Gaiberg;Deutschland;Caren.Kaczynski@gmx.de;FR-21-282803624;01.06.2021;7IM941LCTCOR;AS5266SMYFFV;WARCRAFT 3 + AddOn FROZEN THRONE = GOLD EDITION  Top;1;5;5;1;6
Gabelberger;Jonathan;Dammweg;26;72299;Wîrnersberg;Deutschland;Jonathan.Gabelberger@gmx.de;FR-21-426853660;24.11.2021;4AS793TTCLLX;VT3267HFSQJZ;Red Dead Redemption 2 | PC [Epic Games] [DE/MULTI] No Key/Code;1;51;51;10;61
Cabuk;Cedrik;Eigenheimgasse;28;72477;Schwenningen (Heuberg);Deutschland;Cedrik.Cabuk@gmx.de;FR-21-364514531;30.03.2021;4SQ954AZYOSJ;GV3743EEMYML;Call of Duty: Vanguard | PC [DE/MULTI] [Battle.net] No Key/Code | GLOBAL;1;51;51;10;61
Caglar;Diminic;Radickestra·e;3;72531;Hohenstein (WÅrttemberg);Deutschland;Diminic.Caglar@gmx.de;FR-21-75842898;19.08.2021;2FA428KXNUNV;PP9794SWMYHQ;Fallout 76 (inkl. Wastelanders) - [PC] - CODE ONLY. kein physischer Versand;3;59;176;34;210
Packmohr;Jaap;Alpenrosenweg;4;72224;Ebhausen;Deutschland;Jaap.Packmohr@gmx.de;FR-21-115684677;22.06.2021;0RO760PKNZEK;MY8744WKEIXE;COMMAND AND CONQUER GENER«?LE DELUXE inkl. Die Stunde NULL Sehr guter Zustand;3;76;227;43;270
Backe;Bertram;Freystadter Weg;2;72401;Haigerloch;Deutschland;Bertram.Backe@gmx.de;FR-21-964913255;17.02.2021;7VR242UMNJCO;VE258ENBJMZ;PC Red Dead Redemption 2 Standard Edition (Code in der Box) ;1;3;3;1;4
Ebenhîh;Magdalena;Otto-Franke-Stra·e;8;71409;Schwaikheim;Deutschland;Magdalena.Ebenhîh@gmx.de;FR-21-645879290;17.04.2021;8HQ6QDWRJJ;RA1806XYWBJL;World of Tanks - Object 279 Early - Price calculation only! ( Presales Recon );1;4;4;1;5
Labisch;Friedrich;HÑnselstra·e;5;71397;Leutenbach (WÅrttemberg);Deutschland;Friedrich.Labisch@gmx.de;FR-21-839110503;06.08.2021;8XJ563XKYHKT;PM2672OZLUKZ;World of Tanks - Object 260 - T55A - Price calculation only! ( Presales Recon );1;3;3;0;3
DÑumler;Kim;Lohnauer Steig;25;71111;Waldenbuch;Deutschland;Kim.DÑumler@gmx.de;FR-21-245376347;07.04.2021;7AS596LZZXBJ;HZ2863FKZZOC;Hitman III 3 | PC [Epic Games] [DE/MULTI] No Key/Code;3;42;126;24;150
GÑhler;Milo;Helbigstra·e;2;72581;Dettingen an der Erms;Deutschland;Milo.GÑhler@gmx.de;FR-21-439703883;03.11.2021;9SG599NEMRPG;SM4141MPDLMQ;Classic Season of Mastery - 100 Gold - Kingsfall - Allianz  ;1;51;51;10;61
Machts;Iris;Alpenrosenweg;14;72584;HÅlben;Deutschland;Iris.Machts@gmx.de;FR-21-598217827;22.12.2020;8AI259BAAWEG;SG4331CTBNWF;50 x Exalted Orb - Scourge League Softcore PC Path of Exile PoE - Blitzlieferung;2;3;7;1;8
Lachnitt;Bernd;Anna-Seghers-Stra·e;8;71737;Kirchberg an der Murr;Deutschland;Bernd.Lachnitt@gmx.de;FR-21-423247617;09.12.2021;2UF975WSPGPI;XW2203PNCXFT;Die Sims 4 - Landhaus Leben / Cottage Living - DLC - PC EA Origin Code - Global;1;168;168;32;200
Pachner;Hakan;Am Adlergestell;64;72663;Gro·bettlingen;Deutschland;Hakan.Pachner@gmx.de;FR-21-90703998;01.08.2021;0UP70CYIWNV;AB3664OHKIYD;É?≠Blitzversand É?≠SWTOR Star Wars 2 Milliarden Credits Server: Tulak Hord EU;2;51;103;19;122
Abazi;Theresa;Hoffmannstra·e;2;68794;Oberhausen-Rheinhausen;Deutschland;Theresa.Abazi@gmx.de;FR-21-827502998;06.11.2021;5UZ464MNARSV;LZ3993ISFEKM;Star Citizen - Drake Vulture - LTI;2;4;8;1;9
Haberbosch;Tabia;Kiehnwerderallee;45;69434;Heddesbach;Deutschland;Tabia.Haberbosch@gmx.de;FR-21-632374937;22.11.2021;8HL762FFASUC;QJ1687FOYEVF;–??æDIABLO 2 RESURRECTED D2R–??æ Hellfire Torch / Fackel / All Classes É??PC PS4 PS5É??;1;3;3;1;4
Haasz;Sarah;Wilhelm-Ostwald-Stra·e;29;69190;Walldorf (Baden);Deutschland;Sarah.Haasz@gmx.de;FR-21-796562870;21.11.2021;6NQ993QQNBRE;ER3391OFTWTI;–??æDIABLO 2 RESURRECTED D2R–??æ All Rings / Alle Ringe É??PC PS4 PS5É??;2;17;34;6;40
Ibisevic;Zuri;Florian-Geyer-Stra·e;6;71287;Weissach;Deutschland;Zuri.Ibisevic@gmx.de;FR-21-832689031;20.06.2021;4KU724XWLRVE;XW1305UUUTXO;Steam Account (reg. 2005-2010. 11-16 Years) | CS:GO 10 YEAR COIN + 5 YEAR COIN;1;2;2;0;2
Igelbrink;Raphael;KGA Am Teltowkanal III;1;72144;Du·lingen;Deutschland;Raphael.Igelbrink@gmx.de;FR-21-268133118;03.07.2021;5JN566OQNRHW;KT9427XTZRED;EUW 50K+ League of Legends LOL accounts Unranked 50K - 60K BE IP Smurf Level 30;2;17;34;6;40
Abbassi;Carla;BÑrdorfer Zeile;51;69151;NeckargemÅnd;Deutschland;Carla.Abbassi@gmx.de;FR-21-162997305;18.05.2021;1VF820RWGHZX;RT5106EEHUVA;É?¨ã˜èSWTOR Star Wars Adventsbasar Tulak Hord EU É?¨ã˜è;1;28;28;5;33
Aben;Aamu;Radickestra·e;25;71131;Jettingen;Deutschland;Aamu.Aben@gmx.de;FR-21-451401511;12.10.2021;0GG413AZVSBS;RM3556CIBOZP;Xploder Ultimative Edition Playstation PS3 Cheat System ;1;3;3;1;4
Packeiser;Jules;Hallberger Zeile;6;72827;Wannweil;Deutschland;Jules.Packeiser@gmx.de;FR-21-645540553;27.07.2021;2FE451YZONCV;FA1230HIJKHG;Éêã˜è Delicious 14 - Emily's Christmas Carol - Platinum Edition - PC / Windows Éêã˜è;1;84;84;16;100
JÑger;Frieda;BÑrdorfer Zeile;45;72535;Heroldstatt;Deutschland;Frieda.JÑger@gmx.de;FR-21-220930860;10.03.2021;6WK49YFBGFQ;RJ4669SYYYYY;Grand Theft Auto V Premium Online Edition - PC Rockstar Key Download Code GTA 5;1;17;17;3;20
Bacha;Julian;Heidekampweg;2;72160;Horb am Neckar;Deutschland;Julian.Bacha@gmx.de;FR-21-849568832;05.04.2021;1GD334HRCZOO;XU4499ELAQWF;Landwirtschafts-Simulator 19 - PC (NEU & OVP!);2;17;34;6;40
Kabisch;Ava;Hollstra·e;5;68766;Hockenheim;Deutschland;Ava.Kabisch@gmx.de;FR-21-758709645;11.09.2021;1TK47ZULCCY;KI3116VUYRXJ;Diablo 2 Resurrected D2R unid vernichtikus. unid Annihilus - PC/SC-US/EU/ASIA;2;84;168;32;200
Ibenthal;Xani;Hackenbergstra·e;26;71159;Mîtzingen;Deutschland;Xani.Ibenthal@gmx.de;FR-21-403427495;15.09.2021;9MF780FPNSES;DF7904UELVJE;–??æDIABLO 2 RESURRECTED–??æ All Runewords /Alle Runenw«Ùrter Only Runes É??PC PS4 PS5É??;1;5;5;1;6
Bachhofer;Peter;Arndtstra·e;36;72186;Empfingen;Deutschland;Peter.Bachhofer@gmx.de;FR-21-650759081;26.03.2021;4HZ350YTYCAB;DU3564OEKTMX;Horizon Zero Dawn Complete Edition Key - PC Spiel - Steam Download Code - Global;1;143;143;27;170
Saadi;Meteo;Bernstadter Weg;24;72519;Veringenstadt;Deutschland;Meteo.Saadi@gmx.de;FR-21-719357265;01.02.2021;6TE373LKCYZJ;KC6608OZUGWX;Fortnite Batman Zero Wing Gleiter Key PC/PS4/PS5/Xbox;1;59;59;11;70
Kablitz;Arzu;Nipkowstra·e;9;68794;Oberhausen-Rheinhausen;Deutschland;Arzu.Kablitz@gmx.de;FR-21-156453776;30.11.2021;5JY744QQQUAL;IU3516ECTYMR;Wimmelbild Sammlung PC | 17 Vollversionen | Konvolut. Bundle | Guter Zustand;1;3;3;1;4
Haarseim;Radost;Rudower Chaussee;6;68766;Hockenheim;Deutschland;Radost.Haarseim@gmx.de;FR-21-90431120;02.08.2021;0FM527QTPPAB;EM8619SAJKKE;Steam Account (6 Digit. 2003. 18 Years) | CS:GO 10 YEAR COIN + 5 YEAR COIN (+OE);1;4;4;1;5
Dabrowski;Helena;Gondeker Stra·e;3;68753;WaghÑusel;Deutschland;Helena.Dabrowski@gmx.de;FR-21-706870472;30.09.2021;2NG849UXGXTL;RY733IOADYO;Red Rocks: Das Gold der Azteken (PC-CD) NEU&OVP -Tolles Match 3 Game - 90 Levels;2;84;168;32;200
Macherius;Gabrielle;Barbara-McClintock-Stra·e;9;72511;Bingen bei Sigmaringen;Deutschland;Gabrielle.Macherius@gmx.de;FR-21-883774534;11.07.2021;7KE292XDGTGO;XJ9967YVFUIX;Harlequin Crest Shako | Harlekin Tschako | Diablo 2 Resurrected D2R SC PC;1;17;17;3;20
Gabcke;Jakob;Berberitzenweg;25;72296;Schopfloch (Schwarzwald);Deutschland;Jakob.Gabcke@gmx.de;FR-21-550851140;20.10.2021;1VU343PLWPNQ;JW2565YVISJW;É?≠ Day of the Tentacle Remastered - PC / Windows / MAC / LINUX - STEAM Key Code É?≠;1;6;6;1;7
Paap;Falko;Wassermannstra·e;26;72525;MÅnsingen (WÅrttemberg);Deutschland;Falko.Paap@gmx.de;FR-21-415184871;10.04.2021;5XS988NKLSDR;DR3271ERNNIG;Marrowwalk +2 | Knochensteig Stiefel | Diablo 2 Resurrected D2R SC PC;1;17;17;3;20
Iannelli;Violeta;HÑnselstra·e;9;71116;GÑrtringen;Deutschland;Violeta.Iannelli@gmx.de;FR-21-18648412;21.09.2021;5XE355KTWZZD;WO6887SXLEFP;Star Citizen - Banu Merchantman - LTI;1;17;17;3;20
Quabeck;Luke;Genossenschaftsstra·e;55;72488;Sigmaringen;Deutschland;Luke.Quabeck@gmx.de;FR-21-151201455;09.05.2021;5CH216IUEDPK;TH1554MNSJUY;FIFA 22 Key - Standard Version - PC EA Origin Spiel Download Code - Worldwide;1;3;3;1;4
Mabrouk;Dewis;Schneckenburgerstra·e;6;72299;Wîrnersberg;Deutschland;Dewis.Mabrouk@gmx.de;FR-21-841208951;19.07.2021;5ZB26KJLVYX;GM6553UFOJVE;Diablo 2 Resurrected Herold von Zakarum. HoZ. Pala. D2R. PC. Switch. Zaka;1;17;17;3;20
Babl;Niklas;Baumschulenstra·e;7;71737;Kirchberg an der Murr;Deutschland;Niklas.Babl@gmx.de;FR-21-93527750;29.04.2021;0QM823GWRQNH;YA5803ECFRXR;Windforce Bow 8% ML | Windmacht Bogen | Diablo 2 Resurrected D2R SC PC;1;5;5;1;6
Ebelt;Liz;Glienicker Weg;5;71296;Heimsheim;Deutschland;Liz.Ebelt@gmx.de;FR-21-684375365;16.06.2021;7CW4AVHJIP;FA3910TLKZZP;Hellpoint Nintendo Switch Spiel Action Aktion RPG Scifi Wild River Games;1;28;28;5;33
Iborg;Matti;Hackenbergstra·e;3;71299;Wimsheim;Deutschland;Matti.Iborg@gmx.de;FR-21-367616904;06.04.2021;8PK839GYDKGH;AA708ZWQCYR;Humankind - PC Spiel Steam Download Code [Einzelspieler] [Online - PvP] - DE/EU;1;42;42;8;50
Daehre;Jean;Gellertstra·e;8;69257;Wiesenbach (Baden);Deutschland;Jean.Daehre@gmx.de;FR-21-295696099;10.10.2021;8OL145HFUJCM;GL9708YXHBMM;Anno 1800 - Sonderausgabe - PC (NEU & OVP!);1;5;5;1;6
Bachman;Asis;Husstra·e;26;72250;Freudenstadt;Deutschland;Asis.Bachman@gmx.de;FR-21-51425078;29.04.2021;7XM803ZVJRDC;XK2754RWLBKD;Fortnite The Batman Who Laughs Epic Games PC/PS4/PS5/Xbox Key;3;42;126;24;150
Abaci;Amy;Arndtstra·e;25;68549;Ilvesheim;Deutschland;Amy.Abaci@gmx.de;FR-21-543808228;17.07.2021;6WG323TVSASI;AM9460AKHPBD;Éêã˜è Shadows - Awakening - DEUTSCH - Windows - STEAM Key Code Éêã˜è;1;42;42;8;50
Iannello;Victoria;Kînigsheideweg;58;71120;Grafenau (WÅrttemberg);Deutschland;Victoria.Iannello@gmx.de;FR-21-702238320;20.02.2021;6FZ717MJMUEP;BE8871ORAIXZ;–??¶ã˜è EUW League of Legends LOL Account Smurf 40.000–?œ™100.000 BE Unranked Level 30;1;13;13;3;16
Bachinger;Liam;BÑrdorfer Zeile;25;72202;Nagold;Deutschland;Liam.Bachinger@gmx.de;FR-21-335642019;16.06.2021;8FX594LWIUSM;HI3727DMDMWS;Diablo 2 Resurrected D2R SOJ Stein von Jordan / Stone of Jordan SC PC;1;42;42;8;50
Habeck;Sarah;Agavensteig;48;69226;Nu·loch;Deutschland;Sarah.Habeck@gmx.de;FR-21-918186684;17.05.2021;6KN583JYTOLH;WM9092MATFGJ;Steam Account (2003-2004. 17-18 Years) | CS:GO 10 YEAR COIN + 5 YEAR COIN (+OE);2;50;101;19;120
Ebenau;Mareen;Helbigstra·e;4;71299;Wimsheim;Deutschland;Mareen.Ebenau@gmx.de;FR-21-54980509;02.06.2021;8YZ203RTZBPV;PG4007CAXRHB;Full Natalya's Set 4 Pieces | Natalyas Set | Diablo 2 Resurrected D2R SC PC;1;3;3;0;3
Ebisch;Hanno;Wilhelm-Ostwald-Stra·e;9;72141;WalddorfhÑslach;Deutschland;Hanno.Ebisch@gmx.de;FR-21-460716993;23.02.2021;6RN422JGWOTY;SI5088VJQCYU;Diablo 2 Resurrected-SC- Torch Fackel +3 Assasine PC/PS5/PS4/Switch;2;59;118;22;140
Abeling;Adriana;Kîpenicker Stra·e;1;71106;Magstadt;Deutschland;Adriana.Abeling@gmx.de;FR-21-138690708;07.05.2021;8QN838LOZUBZ;UE4204DKICOY;Windows-PC: ONI komplett NEU in Folie - Fr«¨hwerk von RockStar Games;1;42;42;8;50
Kaba;Augusta;Anna-Seghers-Stra·e;25;72663;Gro·bettlingen;Deutschland;Augusta.Kaba@gmx.de;FR-21-25875860;24.06.2021;7DI401WGBEHS;LP8391PHVZTI;Valorant Account (EU West) | PLATINUM 1 + Ready For Competitive + Full Access;1;11;11;2;13
Calakovic;Felicitas;Weerthstra·e;47;72664;Kohlberg (WÅrttemberg);Deutschland;Felicitas.Calakovic@gmx.de;FR-21-466224717;20.11.2021;4UU247EJRZYU;YS1146FWWAVY;Valorant Account (NA) | PLATINUM 1 + Ready For Competitive + Full Access;1;3;3;0;3
Maa·en;Dag;Moissistra·e;1;72226;Simmersfeld;Deutschland;Dag.Maa·en@gmx.de;FR-21-36292981;23.12.2020;6XY832MVQEGM;DF272ASFZOG;Naj's Light Plate Armor | Najs R«¨stung | Diablo 2 Resurrected D2R SC PC;1;42;42;8;50
JÑhn;Eva;Hackenbergstra·e;1;72581;Dettingen an der Erms;Deutschland;Eva.JÑhn@gmx.de;FR-21-478961572;27.10.2021;9WI30KSMGQZ;DI2291CUQIHX;Bul-Kathos' Wedding Band Ring 4% LL | Bul Kathos | Diablo 2 Resurrected D2R;2;25;50;10;60
Gaebler;Lutz;Bernstadter Weg;9;72531;Hohenstein (WÅrttemberg);Deutschland;Lutz.Gaebler@gmx.de;FR-21-4936875;07.11.2021;8HJ96OJUGMU;YS8181DUVHRG;Arachnid Belt | Spinnenmonsternetz G«¨rtel | Arach | Diablo 2 Resurrected D2R SC;3;5;16;3;19
Babaei;Dorothee;Pfingstberggasse;9;71563;Affalterbach;Deutschland;Dorothee.Babaei@gmx.de;FR-21-230128419;05.09.2021;9VS806ANXUPM;LD9085YUJIKC;War Traveler 39% MF | Kriegsreisender Stiefel | Diablo 2 Resurrected D2R SC PC;2;17;34;6;40
Gabauer;Igor;HeidemÅhler Weg;26;72224;Ebhausen;Deutschland;Igor.Gabauer@gmx.de;FR-21-811094239;30.04.2021;1TV829PFZTCF;QL9229LBANQB;Der Herr der Ringe Die Schlacht um Mittelerde II H«¨lle mit Anleitung Kein Spiel;1;3;3;0;3
Eberstein;Geoffrey;Rudower Chaussee;3;71720;Oberstenfeld;Deutschland;Geoffrey.Eberstein@gmx.de;FR-21-353900255;12.01.2021;7JC523VDDYUQ;FF970IQZRXB;WoW Shadowlands Sanktum der Herrschaft Boost Heroisch (HC) - 10/10 SoD Boosting;1;84;84;16;100
Cada;Cem;Glienicker Weg;29;72505;Krauchenwies;Deutschland;Cem.Cada@gmx.de;FR-21-469309241;19.11.2021;4SC919MMDAKZ;PH2191SSECSF;Star Citizen - MISC Odyssey - LTI;1;3;3;1;4
Oberdick;Kiara;Lohnauer Steig;8;72827;Wannweil;Deutschland;Kiara.Oberdick@gmx.de;FR-21-728032473;13.01.2021;9QV95WWFCNA;ZE8173HVHLNG;[VPN Aktiv] Microsoft Flight Simulator - Xbox Series / Win 10 PC Download Code;2;42;84;16;100
Gach;Kevin;Husstra·e;9;72469;Me·stetten;Deutschland;Kevin.Gach@gmx.de;FR-21-974690;21.08.2021;8ST689JECVFY;DE7779OISHCO;[VPN Aktiv] LEGO CITY Undercover Spiel Key - Xbox Series / One X|S Download Code;2;59;118;22;140
Gabriela;Jeremy;Arndtstra·e;9;72369;Zimmern unter der Burg;Deutschland;Jeremy.Gabriela@gmx.de;FR-21-352779059;12.07.2021;2AV379OSWFMI;CC7369IJMRVA;Wrestling Spiele f«¨r PS2 Auswahl - WWE Smackdown vs. RAW usw. AKZEPTABEL;1;59;59;11;70
Maak;Cainan;Eigenheimgasse;47;72181;Starzach;Deutschland;Cainan.Maak@gmx.de;FR-21-340047774;07.01.2021;0VV233PLPEVQ;WG1251PLNYJM;Oculus | Das Auge | Occu | Occulus | Diablo 2 Resurrected D2R SC PC;1;17;17;3;20
Oberhoff;Lotta;Gemeinschaftsstra·e;1;72362;Nusplingen;Deutschland;Lotta.Oberhoff@gmx.de;FR-21-701514540;13.07.2021;5UL551TMWMRG;LB8191PPURPR;Tal Rasha's Guardianship Armor | Tal Rashas R«¨stung Obhut | Diablo 2 Resurrected;1;4;4;1;5
Jacobi;Walter;Bodelschwinghstra·e;26;72477;Schwenningen (Heuberg);Deutschland;Walter.Jacobi@gmx.de;FR-21-220895883;30.05.2021;0UP240QKWMKI;BJ651AWBWWK;Star Citizen - Crusader Hercules Starlifter M2 - LTI;1;3;3;1;4
Bachelier;Henry;HÑnselstra·e;95;72175;Dornhan;Deutschland;Henry.Bachelier@gmx.de;FR-21-987655199;16.09.2021;8XE56AGFJZF;SS7804GKLQUQ;PC Spiel Elex: Collector's Edition NEUWARE;1;3;3;1;4
Icen;Neo;Friedlander Stra·e;9;71554;Weissach im Tal;Deutschland;Neo.Icen@gmx.de;FR-21-52008881;08.03.2021;0UD276XDRKJZ;MA5475RAANTY;É?≠ Stronghold Crusader HD - PC - STEAM Download Key Code [DE] - BLITZVERSAND É?≠;1;168;168;32;200
Abels;Arielle;Nipkowstra·e;36;71120;Grafenau (WÅrttemberg);Deutschland;Arielle.Abels@gmx.de;FR-21-237374109;30.05.2021;1AR280LEZIGD;VR8006WUFJWR;Wer weiss denn sowas? Das 2. Spiel -  PlayStation 4 (NEU & OVP!);1;3;3;0;3
Idris;Pamir;Moissistra·e;1;71729;Erdmannhausen;Deutschland;Pamir.Idris@gmx.de;FR-21-5137055;11.09.2021;0QT335AFQFCQ;PQ8846OENBQT;Csi NY New York The Game f«¨r Pc Neu Ovp;1;3;3;0;3
Kadasch;Chaya;Rudower Chaussee;45;69257;Wiesenbach (Baden);Deutschland;Chaya.Kadasch@gmx.de;FR-21-829607896;08.03.2021;1BO270HAVGMS;AU5525WJOGOP;[VPN Aktiv] Microsoft Flight Simulator Premium Deluxe - Xbox Series / PC Code;1;11;11;2;13
Labs;Quentin;Bohrauer Pfad;98;71543;WÅstenrot;Deutschland;Quentin.Labs@gmx.de;FR-21-573557488;14.02.2021;9WF999XRQMZU;AB1427IXEWFY;Star Citizen - Anvil Carrack - LTI;1;6;6;1;7
Back;Beat;BÅchnerweg;1;72379;Hechingen;Deutschland;Beat.Back@gmx.de;FR-21-987796752;20.09.2021;4SJ917BRJRKB;IK6586KLLYSY;Star Citizen - RSI Polaris - LTI;1;17;17;3;20
Iglesias;Radi;WÅnschelburger Gang;14;72160;Horb am Neckar;Deutschland;Radi.Iglesias@gmx.de;FR-21-55806345;12.10.2021;0GV680GVGZLY;VY7699IWIKZX;DEATHLOOP (PC);1;2;2;0;2
Bachofer;Ake;Genossenschaftsstra·e;26;72355;Schîmberg (Zollernalbkreis);Deutschland;Ake.Bachofer@gmx.de;FR-21-701192455;27.01.2021;7MD912DJPGYU;LB7729NENSHK;Pc Spiel - GTA 3 (Grand Theft Auto 3) - Pc Cd Rom - OVP/top ;1;25;25;5;30
Packheiser;Jakob;Kiehnwerderallee;3;72221;Haiterbach;Deutschland;Jakob.Packheiser@gmx.de;FR-21-877174907;05.08.2021;9YS258QKXDHJ;XC1455ZLMCJE;Spiel: Die Sims 3 Jahreszeiten Erweiterungspaket PC / DVD nur Offline spielbar;1;303;303;57;360
